t_s,ADC_mean
0,1737
0.001,1730.66666666667
0.002,1727.66666666667
0.003,1733.66666666667
0.004,1727
0.005,1726.33333333333
0.006,1720.33333333333
0.007,1724.66666666667
0.008,1725.66666666667
0.009,1728
0.01,1724.33333333333
0.011,1731.33333333333
0.012,1726.33333333333
0.013,1729.33333333333
0.014,1724
0.015,1724.33333333333
0.016,1721.66666666667
0.017,1722
0.018,1727.66666666667
0.019,1725.33333333333
0.02,1731.33333333333
0.021,1721.66666666667
0.022,1732.66666666667
0.023,1725.66666666667
0.024,1726.33333333333
0.025,1721.66666666667
0.026,1721
0.027,1725.33333333333
0.028,1728
0.029,1722.66666666667
0.03,1724.66666666667
0.031,1726
0.032,1724
0.033,1727.33333333333
0.034,1722.66666666667
0.035,1727.66666666667
0.036,1718.66666666667
0.037,1728.33333333333
0.038,1724.33333333333
0.039,1720.33333333333
0.04,1726.66666666667
0.041,1722.66666666667
0.042,1727
0.043,1726.66666666667
0.044,1724
0.045,1725.33333333333
0.046,1725
0.047,1725.66666666667
0.048,1725.33333333333
0.049,1725
0.05,1725.33333333333
0.051,1719.33333333333
0.052,1724.66666666667
0.053,1726.33333333333
0.054,1723
0.055,1727.33333333333
0.056,1723.33333333333
0.057,1724
0.058,1722.33333333333
0.059,1725.66666666667
0.06,1721.33333333333
0.061,1724.66666666667
0.062,1728.66666666667
0.063,1717.33333333333
0.064,1725
0.065,1727
0.066,1724.66666666667
0.067,1729.33333333333
0.068,1724.33333333333
0.069,1722
0.07,1725.33333333333
0.071,1722
0.072,1729.66666666667
0.073,1731.33333333333
0.074,1722
0.075,1727.33333333333
0.076,1725
0.077,1724.66666666667
0.078,1723.66666666667
0.079,1726.33333333333
0.08,1724.66666666667
0.081,1727.33333333333
0.082,1720.66666666667
0.083,1723.66666666667
0.084,1724.33333333333
0.085,1718.33333333333
0.086,1722
0.087,1726.33333333333
0.088,1730.33333333333
0.089,1724.33333333333
0.09,1727
0.091,1722
0.092,1725.66666666667
0.093,1725
0.094,1724.66666666667
0.095,1726.33333333333
0.096,1721.66666666667
0.097,1724.33333333333
0.098,1722
0.099,1724.33333333333
0.1,1725.33333333333
0.101,1721.66666666667
0.102,1721.33333333333
0.103,1723.66666666667
0.104,1720.33333333333
0.105,1724
0.106,1730.33333333333
0.107,1726
0.108,1720.66666666667
0.109,1718.66666666667
0.11,1724.66666666667
0.111,1725.66666666667
0.112,1727
0.113,1718.66666666667
0.114,1723.66666666667
0.115,1729.33333333333
0.116,1725.66666666667
0.117,1727
0.118,1725.33333333333
0.119,1725.33333333333
0.12,1729
0.121,1729.33333333333
0.122,1725.66666666667
0.123,1722.33333333333
0.124,1714.33333333333
0.125,1722
0.126,1719.33333333333
0.127,1723.33333333333
0.128,1727.33333333333
0.129,1728.33333333333
0.13,1721.33333333333
0.131,1728
0.132,1725.33333333333
0.133,1724
0.134,1723
0.135,1717.66666666667
0.136,1729.33333333333
0.137,1727
0.138,1718.33333333333
0.139,1730.33333333333
0.14,1721.33333333333
0.141,1723.33333333333
0.142,1723
0.143,1720.33333333333
0.144,1721.33333333333
0.145,1720
0.146,1723
0.147,1723.33333333333
0.148,1726.33333333333
0.149,1719.66666666667
0.15,1721
0.151,1727.33333333333
0.152,1728.33333333333
0.153,1721.33333333333
0.154,1725.66666666667
0.155,1722.66666666667
0.156,1726.33333333333
0.157,1725
0.158,1723.33333333333
0.159,1728.66666666667
0.16,1727.33333333333
0.161,1723.33333333333
0.162,1730
0.163,1721.33333333333
0.164,1722.33333333333
0.165,1729.33333333333
0.166,1722.66666666667
0.167,1728
0.168,1725
0.169,1727
0.17,1724
0.171,1718
0.172,1722.33333333333
0.173,1726.66666666667
0.174,1730.33333333333
0.175,1719.33333333333
0.176,1725.33333333333
0.177,1723.66666666667
0.178,1724.66666666667
0.179,1726
0.18,1723
0.181,1725
0.182,1721.66666666667
0.183,1726.66666666667
0.184,1725
0.185,1722
0.186,1723
0.187,1720.33333333333
0.188,1727
0.189,1722.33333333333
0.19,1723.33333333333
0.191,1728.33333333333
0.192,1730.66666666667
0.193,1727.33333333333
0.194,1727.66666666667
0.195,1717.66666666667
0.196,1719.66666666667
0.197,1730.66666666667
0.198,1730.33333333333
0.199,1730.33333333333
0.2,1727.33333333333
0.201,1725.66666666667
0.202,1719.33333333333
0.203,1730.66666666667
0.204,1728.33333333333
0.205,1732
0.206,1729.33333333333
0.207,1727.66666666667
0.208,1723.66666666667
0.209,1728.33333333333
0.21,1726
0.211,1728.33333333333
0.212,1720.66666666667
