Distance_mm,Mean_ADC,Vout_ADC
10,208.552780552781,0.168064511800776
15,222.657675657676,0.179431093936588
20,1140.25607725608,0.918887681305264
25,1723.9706959707,1.38928041433536
30,1897.15118215118,1.52883978048813
35,1993.29936729937,1.6063218344537
40,2079.31868131868,1.6756414281689
45,2071.77922077922,1.66956567242282
