t,y
0,1999
0.001,1991
0.002,1976
0.003,1973
0.004,1969
0.005,1978
0.006,1984
0.007,1970
0.008,1977
0.009,1967
0.01,1971
0.011,1970
0.012,1970
0.013,1974
0.014,1974
0.015,1960
0.016,1971
0.017,1973
0.018,1975
0.019,1975
0.02,1970
0.021,1967
0.022,1965
0.023,1981
0.024,1969
0.025,1973
0.026,1972
0.027,1975
0.028,1961
0.029,1965
0.03,1974
0.031,1980
0.032,1978
0.033,1975
0.034,1975
0.035,1979
0.036,1965
0.037,1973
0.038,1976
0.039,1971
0.04,1979
0.041,1966
0.042,1966
0.043,1974
0.044,1971
0.045,1968
0.046,1968
0.047,1962
0.048,1975
0.049,1971
0.05,1972
0.051,1973
0.052,1960
0.053,1972
0.054,1967
0.055,1974
0.056,1969
0.057,1974
0.058,1970
0.059,1966
0.06,1979
0.061,1971
0.062,1978
0.063,1971
0.064,1965
0.065,1972
0.066,1971
0.067,1975
0.068,1968
0.069,1973
0.07,1975
0.071,1967
0.072,1977
0.073,1981
0.074,1968
0.075,1971
0.076,1974
0.077,1970
0.078,1969
0.079,1976
0.08,1971
0.081,1964
0.082,1963
0.083,1974
0.084,1970
0.085,1975
0.086,1975
0.087,1976
0.088,1967
0.089,1962
0.09,1981
0.091,1971
0.092,1965
0.093,1970
0.094,1975
0.095,1976
0.096,1971
0.097,1975
0.098,1965
0.099,1979
0.1,1969
0.101,1974
0.102,1976
0.103,1961
0.104,1966
0.105,1971
0.106,1969
0.107,1975
0.108,1969
0.109,1973
0.11,1968
0.111,1972
0.112,1973
0.113,1976
0.114,1974
0.115,1967
0.116,1972
0.117,1969
0.118,1974
0.119,1976
0.12,1968
0.121,1963
0.122,1979
0.123,1961
0.124,1966
0.125,1967
0.126,1977
0.127,1965
0.128,1970
0.129,1967
0.13,1964
0.131,1973
0.132,1968
0.133,1972
0.134,1965
0.135,1969
0.136,1974
0.137,1963
0.138,1977
0.139,1966
0.14,1978
0.141,1964
0.142,1966
0.143,1966
0.144,1975
0.145,1975
0.146,1968
0.147,1963
0.148,1966
0.149,1967
0.15,1976
0.151,1972
0.152,1962
0.153,1971
0.154,1973
0.155,1975
0.156,1967
0.157,1973
0.158,1971
0.159,1970
0.16,1975
0.161,1969
0.162,1967
0.163,1975
0.164,1964
0.165,1976
0.166,1959
0.167,1974
0.168,1980
0.169,1964
0.17,1965
0.171,1975
0.172,1974
0.173,1974
0.174,1962
0.175,1970
0.176,1982
0.177,1965
0.178,1988
0.179,1969
0.18,1972
0.181,1972
0.182,1974
0.183,1967
0.184,1972
0.185,1970
0.186,1974
0.187,1973
0.188,1979
0.189,1973
0.19,1977
0.191,1980
0.192,1973
0.193,1965
0.194,1973
0.195,1963
0.196,1972
0.197,1969
0.198,1974
0.199,1965
0.2,1969
0.201,1975
0.202,1965
0.203,1971
0.204,1981
0.205,1977
0.206,1967
0.207,1979
0.208,1966
0.209,1972
0.21,1971
0.211,1979
0.212,1975
0.213,1973
0.214,1967
0.215,1980
0.216,1978
0.217,1978
0.218,1971
0.219,1975
0.22,1975
0.221,1966
0.222,1966
0.223,1968
0.224,1975
0.225,1973
0.226,1962
0.227,1978
0.228,1966
0.229,1974
0.23,1976
0.231,1968
0.232,1964
0.233,1971
0.234,1971
0.235,1975
0.236,1976
0.237,1968
0.238,1968
0.239,1969
0.24,1980
0.241,1966
0.242,1977
0.243,1970
0.244,1969
0.245,1977
0.246,1967
0.247,1976
0.248,1976
0.249,1977
0.25,1967
0.251,1978
0.252,1966
0.253,1976
0.254,1970
0.255,1966
0.256,1976
0.257,1979
0.258,1976
0.259,1977
0.26,1965
0.261,1977
0.262,1971
0.263,1964
0.264,1968
0.265,1967
0.266,1969
0.267,1971
0.268,1967
0.269,1982
0.27,1974
0.271,1969
0.272,1970
0.273,1977
0.274,1976
0.275,1974
0.276,1978
0.277,1966
0.278,1962
0.279,1971
0.28,1969
0.281,1967
0.282,1971
0.283,1967
0.284,1970
0.285,1962
0.286,1960
0.287,1980
0.288,1976
0.289,1975
0.29,1966
0.291,1975
0.292,1979
0.293,1961
0.294,1965
0.295,1967
0.296,1968
0.297,1972
0.298,1967
0.299,1973
0.3,1973
0.301,1966
0.302,1962
0.303,1973
0.304,1965
0.305,1974
0.306,1975
0.307,1970
0.308,1969
0.309,1962
0.31,1963
0.311,1961
0.312,1963
0.313,1973
0.314,1964
0.315,1978
0.316,1968
0.317,1972
0.318,1963
0.319,1979
0.32,1972
0.321,1979
0.322,1975
0.323,1979
0.324,1967
0.325,1964
0.326,1959
0.327,1965
0.328,1974
0.329,1974
0.33,1973
0.331,1974
0.332,1968
0.333,1973
0.334,1972
0.335,1975
0.336,1972
0.337,1967
0.338,1977
0.339,1976
0.34,1963
0.341,1974
0.342,1974
0.343,1963
0.344,1977
0.345,1977
0.346,1975
0.347,1976
0.348,1971
0.349,1964
0.35,1976
0.351,1976
0.352,1972
0.353,1962
0.354,1971
0.355,1978
0.356,1973
0.357,1967
0.358,1983
0.359,1973
0.36,1975
0.361,1960
0.362,1981
0.363,1977
0.364,1974
0.365,1967
0.366,1965
0.367,1976
0.368,1976
0.369,1975
0.37,1972
0.371,1967
0.372,1974
0.373,1975
0.374,1971
0.375,1971
0.376,1967
0.377,1962
0.378,1980
0.379,1971
0.38,1978
0.381,1964
0.382,1978
0.383,1976
0.384,1980
0.385,1964
0.386,1970
0.387,1968
0.388,1978
0.389,1964
0.39,1967
0.391,1963
0.392,1969
0.393,1970
0.394,1974
0.395,1965
0.396,1973
0.397,1975
0.398,1971
0.399,1970
0.4,1970
0.401,1966
0.402,1978
0.403,1977
0.404,1963
0.405,1969
0.406,1979
