t,y
0,2489
0.001,2462
0.002,2440
0.003,2462
0.004,2432
0.005,2438
0.006,2430
0.007,2441
0.008,2435
0.009,2431
0.01,2433
0.011,2434
0.012,2441
0.013,2438
0.014,2429
0.015,2435
0.016,2446
0.017,2429
0.018,2436
0.019,2427
0.02,2428
0.021,2440
0.022,2427
0.023,2496
0.024,2437
0.025,2436
0.026,2436
0.027,2442
0.028,2429
0.029,2435
0.03,2436
0.031,2435
0.032,2431
0.033,2432
0.034,2447
0.035,2429
0.036,2437
0.037,2443
0.038,2431
0.039,2438
0.04,2437
0.041,2437
0.042,2435
0.043,2424
0.044,2440
0.045,2432
0.046,2434
0.047,2435
0.048,2436
0.049,2441
0.05,2439
0.051,2436
0.052,2431
0.053,2443
0.054,2430
0.055,2430
0.056,2430
0.057,2435
0.058,2446
0.059,2442
0.06,2431
0.061,2480
0.062,2432
0.063,2432
0.064,2447
0.065,2442
0.066,2438
0.067,2443
0.068,2434
0.069,2431
0.07,2436
0.071,2435
0.072,2432
0.073,2434
0.074,2443
0.075,2433
0.076,2441
0.077,2424
0.078,2439
0.079,2434
0.08,2435
0.081,2436
0.082,2436
0.083,2431
0.084,2433
0.085,2435
0.086,2426
0.087,2438
0.088,2435
0.089,2426
0.09,2439
0.091,2436
0.092,2420
0.093,2431
0.094,2433
0.095,2443
0.096,2425
0.097,2435
0.098,2437
0.099,2432
0.1,2473
0.101,2434
0.102,2439
0.103,2444
0.104,2436
0.105,2428
0.106,2434
0.107,2437
0.108,2436
0.109,2432
0.11,2442
0.111,2430
0.112,2443
0.113,2434
0.114,2435
0.115,2427
0.116,2443
0.117,2438
0.118,2438
0.119,2431
0.12,2435
0.121,2429
0.122,2433
0.123,2441
0.124,2430
0.125,2439
0.126,2429
0.127,2433
0.128,2437
0.129,2426
0.13,2429
0.131,2433
0.132,2429
0.133,2433
0.134,2433
0.135,2438
0.136,2475
0.137,2428
0.138,2434
0.139,2441
0.14,2442
0.141,2440
0.142,2441
0.143,2437
0.144,2434
