t,y
0,4065
0.001,4062
0.002,4063
0.003,4063
0.004,4065
0.005,4063
0.006,4065
0.007,4063
0.008,4062
0.009,4064
0.01,4063
0.011,4063
0.012,4063
0.013,4064
0.014,4063
0.015,4063
0.016,4063
0.017,4065
0.018,4064
0.019,4063
0.02,4064
0.021,4063
0.022,4067
0.023,4066
0.024,4063
0.025,4063
0.026,4064
0.027,4065
0.028,4066
0.029,4063
0.03,4063
0.031,4064
0.032,4063
0.033,4063
0.034,4063
0.035,4062
0.036,4062
0.037,4064
0.038,4064
0.039,4061
0.04,4063
0.041,4065
0.042,4065
0.043,4064
0.044,4064
0.045,4065
0.046,4058
0.047,4063
0.048,4058
0.049,4062
0.05,4062
0.051,4063
0.052,4063
0.053,4063
0.054,4063
0.055,4064
0.056,4064
0.057,4064
0.058,4064
0.059,4058
0.06,4064
0.061,4063
0.062,4066
0.063,4063
0.064,4065
0.065,4065
0.066,4063
0.067,4065
0.068,4063
0.069,4065
0.07,4063
0.071,4063
0.072,4064
0.073,4065
0.074,4064
0.075,4063
0.076,4064
0.077,4063
0.078,4064
0.079,4065
0.08,4063
0.081,4065
0.082,4065
0.083,4060
0.084,4063
0.085,4065
0.086,4062
0.087,4065
0.088,4063
0.089,4063
0.09,4064
0.091,4062
0.092,4063
0.093,4064
0.094,4063
0.095,4065
0.096,4064
0.097,4064
0.098,4063
0.099,4064
0.1,4063
0.101,4058
0.102,4064
0.103,4064
0.104,4063
0.105,4061
0.106,4062
0.107,4063
0.108,4063
0.109,4064
0.11,4063
0.111,4063
0.112,4063
0.113,4067
0.114,4063
0.115,4061
0.116,4064
0.117,4063
0.118,4065
0.119,4068
0.12,4066
0.121,4059
0.122,4064
0.123,4059
0.124,4068
0.125,4063
0.126,4059
0.127,4063
0.128,4064
0.129,4063
0.13,4063
0.131,4063
0.132,4071
0.133,4063
0.134,4063
0.135,4071
0.136,4063
0.137,4063
0.138,4063
0.139,4063
0.14,4063
0.141,4063
0.142,4062
0.143,4062
0.144,4064
0.145,4069
0.146,4063
0.147,4068
0.148,4063
0.149,4063
0.15,4063
0.151,4063
0.152,4063
0.153,4064
0.154,4058
0.155,4062
0.156,4063
0.157,4064
0.158,4063
0.159,4069
0.16,4064
0.161,4064
0.162,4063
0.163,4063
0.164,4064
0.165,4064
0.166,4064
0.167,4065
0.168,4063
0.169,4064
0.17,4063
0.171,4064
0.172,4063
0.173,4064
0.174,4063
0.175,4065
0.176,4065
0.177,4063
0.178,4063
0.179,4064
0.18,4063
0.181,4064
0.182,4063
0.183,4063
0.184,4062
0.185,4063
0.186,4063
0.187,4064
0.188,4064
0.189,4065
0.19,4064
0.191,4065
0.192,4063
0.193,4062
0.194,4064
0.195,4063
0.196,4065
0.197,4063
0.198,4064
0.199,4063
0.2,4064
0.201,4063
0.202,4064
0.203,4063
0.204,4062
0.205,4063
0.206,4065
0.207,4065
0.208,4063
0.209,4065
0.21,4064
0.211,4063
0.212,4060
0.213,4064
0.214,4063
0.215,4064
0.216,4062
0.217,4063
0.218,4063
0.219,4062
0.22,4063
0.221,4064
0.222,4063
0.223,4063
0.224,4063
0.225,4064
0.226,4064
0.227,4063
0.228,4064
0.229,4065
0.23,4064
0.231,4065
0.232,4063
0.233,4066
0.234,4062
0.235,4063
0.236,4064
0.237,4063
0.238,4063
0.239,4063
0.24,4063
0.241,4063
0.242,4068
0.243,4063
0.244,4065
0.245,4064
0.246,4063
0.247,4068
0.248,4061
0.249,4065
0.25,4058
0.251,4057
0.252,4063
0.253,4064
0.254,4063
0.255,4064
0.256,4067
0.257,4063
0.258,4064
0.259,4064
0.26,4063
0.261,4063
0.262,4062
0.263,4065
0.264,4064
0.265,4063
0.266,4063
0.267,4064
0.268,4068
0.269,4063
0.27,4061
0.271,4065
0.272,4064
0.273,4065
0.274,4064
