t,y
0,2308
0.001,2285
0.002,2283
0.003,2293
0.004,2283
0.005,2286
0.006,2285
0.007,2286
0.008,2293
0.009,2311
0.01,2282
0.011,2281
0.012,2296
0.013,2295
0.014,2281
0.015,2292
0.016,2287
0.017,2291
0.018,2295
0.019,2265
0.02,2264
0.021,2269
0.022,2256
0.023,2262
0.024,2256
0.025,2268
0.026,2254
0.027,2255
0.028,2270
0.029,2262
0.03,2261
0.031,2266
0.032,2258
0.033,2254
0.034,2266
0.035,2262
0.036,2254
0.037,2258
0.038,2267
0.039,2257
0.04,2252
0.041,2256
0.042,2271
0.043,2254
0.044,2264
0.045,2270
0.046,2267
0.047,2256
0.048,2270
0.049,2273
0.05,2258
0.051,2267
0.052,2254
0.053,2259
0.054,2270
0.055,2249
0.056,2263
0.057,2254
0.058,2273
0.059,2266
0.06,2259
0.061,2257
0.062,2260
0.063,2254
0.064,2264
0.065,2254
0.066,2266
0.067,2255
0.068,2263
0.069,2261
0.07,2260
0.071,2269
0.072,2261
0.073,2258
0.074,2256
0.075,2265
0.076,2255
0.077,2263
0.078,2267
0.079,2267
0.08,2261
0.081,2265
0.082,2259
0.083,2259
0.084,2266
0.085,2261
0.086,2272
0.087,2260
0.088,2255
0.089,2260
0.09,2269
0.091,2266
0.092,2270
0.093,2265
0.094,2261
0.095,2269
0.096,2260
0.097,2260
0.098,2253
0.099,2261
0.1,2279
0.101,2263
0.102,2253
0.103,2260
0.104,2266
0.105,2256
0.106,2268
0.107,2271
0.108,2270
0.109,2266
0.11,2258
0.111,2270
0.112,2260
0.113,2254
0.114,2252
0.115,2259
0.116,2265
0.117,2270
0.118,2253
0.119,2256
0.12,2262
0.121,2265
0.122,2266
0.123,2263
0.124,2268
0.125,2258
0.126,2265
0.127,2259
0.128,2268
0.129,2263
0.13,2268
0.131,2263
0.132,2258
0.133,2267
0.134,2251
0.135,2262
0.136,2263
0.137,2267
0.138,2256
0.139,2259
0.14,2253
0.141,2266
0.142,2272
0.143,2259
0.144,2270
0.145,2266
0.146,2253
0.147,2274
0.148,2254
0.149,2256
0.15,2268
0.151,2256
0.152,2259
0.153,2261
