t_s,ADC_mean
0,4063.66666666667
0.001,4066
0.002,4065.66666666667
0.003,4066.33333333333
0.004,4064
0.005,4066.66666666667
0.006,4066.66666666667
0.007,4063
0.008,4063.66666666667
0.009,4067
0.01,4066
0.011,4064
0.012,4066
0.013,4064.66666666667
0.014,4065.66666666667
0.015,4064.33333333333
0.016,4065.33333333333
0.017,4065.33333333333
0.018,4065.33333333333
0.019,4064.33333333333
0.02,4065.66666666667
0.021,4064.33333333333
0.022,4068.33333333333
0.023,4066
0.024,4065
0.025,4065.66666666667
0.026,4069.66666666667
0.027,4066
0.028,4065
0.029,4067
0.03,4067.66666666667
0.031,4065
0.032,4064
0.033,4066
0.034,4064
0.035,4066.33333333333
0.036,4064
0.037,4065.33333333333
0.038,4066.33333333333
0.039,4063.66666666667
0.04,4065.33333333333
0.041,4065.33333333333
0.042,4065
0.043,4066
0.044,4067.33333333333
0.045,4064.66666666667
0.046,4067.66666666667
0.047,4065.66666666667
0.048,4066
0.049,4065.33333333333
0.05,4066
0.051,4065.33333333333
0.052,4065.33333333333
0.053,4065
0.054,4065
0.055,4065
0.056,4065.66666666667
0.057,4063.33333333333
0.058,4063
0.059,4065.66666666667
0.06,4065.33333333333
0.061,4063.33333333333
0.062,4065.33333333333
0.063,4065.33333333333
0.064,4064.33333333333
0.065,4065.33333333333
0.066,4065.66666666667
0.067,4065.66666666667
0.068,4065.66666666667
0.069,4065.66666666667
0.07,4063
0.071,4065
0.072,4065.66666666667
0.073,4065.66666666667
0.074,4066.33333333333
0.075,4065.66666666667
0.076,4064
0.077,4066.33333333333
0.078,4066
0.079,4066
0.08,4064
0.081,4065.66666666667
0.082,4066.33333333333
0.083,4064.66666666667
0.084,4065
0.085,4064.66666666667
0.086,4066
0.087,4065.33333333333
0.088,4063.66666666667
0.089,4065.66666666667
0.09,4064.33333333333
0.091,4065.66666666667
0.092,4067
0.093,4065.66666666667
0.094,4065.66666666667
0.095,4065.66666666667
0.096,4066
0.097,4065.66666666667
0.098,4066.33333333333
0.099,4066.33333333333
0.1,4066.33333333333
0.101,4064
0.102,4065.66666666667
0.103,4065
0.104,4064.66666666667
0.105,4065.33333333333
0.106,4065.66666666667
0.107,4065
0.108,4064.66666666667
0.109,4066.33333333333
0.11,4065.33333333333
0.111,4065.33333333333
0.112,4067
0.113,4065
0.114,4065.66666666667
0.115,4064
0.116,4065
0.117,4063.33333333333
0.118,4064.33333333333
0.119,4066
0.12,4063.66666666667
0.121,4064.66666666667
0.122,4067.33333333333
0.123,4065.66666666667
0.124,4065.33333333333
0.125,4066
0.126,4065.66666666667
0.127,4065.66666666667
0.128,4065.66666666667
0.129,4065.66666666667
0.13,4067
0.131,4064.66666666667
0.132,4067.33333333333
0.133,4064
0.134,4064.66666666667
0.135,4065.66666666667
0.136,4066.66666666667
0.137,4065.66666666667
0.138,4064
0.139,4065.66666666667
0.14,4065.66666666667
0.141,4066
0.142,4064.66666666667
0.143,4068
0.144,4067.66666666667
0.145,4067
0.146,4065
0.147,4065.66666666667
0.148,4067.66666666667
0.149,4066.33333333333
0.15,4067.66666666667
0.151,4064.66666666667
0.152,4065.66666666667
0.153,4064.33333333333
0.154,4066
0.155,4066.66666666667
0.156,4066.66666666667
0.157,4066.33333333333
0.158,4066
0.159,4063.66666666667
0.16,4065.66666666667
0.161,4064
0.162,4065.33333333333
0.163,4065
0.164,4064
0.165,4066.66666666667
0.166,4066.33333333333
0.167,4065
0.168,4065.33333333333
0.169,4066
0.17,4065.66666666667
0.171,4065.33333333333
0.172,4065.66666666667
0.173,4065
0.174,4065.66666666667
0.175,4065.66666666667
0.176,4061.33333333333
0.177,4066
0.178,4063.33333333333
0.179,4064.66666666667
0.18,4064.33333333333
0.181,4065.66666666667
0.182,4063.33333333333
0.183,4066
0.184,4066.33333333333
0.185,4065.66666666667
0.186,4065.33333333333
0.187,4065.66666666667
0.188,4064.33333333333
0.189,4066
0.19,4064.66666666667
0.191,4065.66666666667
0.192,4066.66666666667
0.193,4065
0.194,4065.33333333333
0.195,4067
0.196,4064.66666666667
0.197,4065
0.198,4066.33333333333
0.199,4066
0.2,4066
0.201,4066
0.202,4064.66666666667
0.203,4067.66666666667
0.204,4064.33333333333
0.205,4066
0.206,4065.66666666667
0.207,4064.66666666667
0.208,4066
0.209,4065.33333333333
0.21,4067.66666666667
0.211,4066
0.212,4065
0.213,4067.66666666667
0.214,4064.66666666667
0.215,4066
0.216,4066.66666666667
0.217,4065.33333333333
0.218,4064.33333333333
0.219,4067.66666666667
0.22,4066.66666666667
0.221,4065.66666666667
0.222,4068.66666666667
0.223,4064.33333333333
0.224,4064.33333333333
0.225,4066
