t_s,ADC_mean
0,2324
0.001,2297.66666666667
0.002,2283
0.003,2296.33333333333
0.004,2303.33333333333
0.005,2291
0.006,2289.66666666667
0.007,2306.66666666667
0.008,2293.33333333333
0.009,2306
0.01,2297.66666666667
0.011,2293
0.012,2297.66666666667
0.013,2296
0.014,2295.33333333333
0.015,2301
0.016,2304.66666666667
0.017,2289.66666666667
0.018,2294.33333333333
0.019,2287.33333333333
0.02,2285.66666666667
0.021,2289
0.022,2274
0.023,2273.33333333333
0.024,2269.66666666667
0.025,2270.66666666667
0.026,2270.33333333333
0.027,2267
0.028,2272.66666666667
0.029,2270.33333333333
0.03,2271
0.031,2273.33333333333
0.032,2267.33333333333
0.033,2265.33333333333
0.034,2269
0.035,2268.33333333333
0.036,2272.33333333333
0.037,2269.66666666667
0.038,2272
0.039,2268
0.04,2272.66666666667
0.041,2268
0.042,2277.66666666667
0.043,2271.66666666667
0.044,2273.33333333333
0.045,2270
0.046,2274.33333333333
0.047,2269.66666666667
0.048,2270
0.049,2277
0.05,2269
0.051,2274.66666666667
0.052,2268
0.053,2267.33333333333
0.054,2278.66666666667
0.055,2267.33333333333
0.056,2268.66666666667
0.057,2266
0.058,2270.66666666667
0.059,2269.33333333333
0.06,2275
0.061,2269
0.062,2270
0.063,2270.66666666667
0.064,2269
0.065,2265.66666666667
0.066,2272.33333333333
0.067,2263.66666666667
0.068,2268.33333333333
0.069,2269
0.07,2272
0.071,2271.66666666667
0.072,2272.33333333333
0.073,2272.33333333333
0.074,2264
0.075,2272
0.076,2270.66666666667
0.077,2270
0.078,2271.33333333333
0.079,2277
0.08,2275.66666666667
0.081,2273.33333333333
0.082,2269.33333333333
0.083,2269.33333333333
0.084,2273.33333333333
0.085,2270.66666666667
0.086,2274.33333333333
0.087,2267.66666666667
0.088,2266.33333333333
0.089,2267.33333333333
0.09,2275.33333333333
0.091,2271.66666666667
0.092,2271.33333333333
0.093,2271.66666666667
0.094,2270.33333333333
0.095,2270.66666666667
0.096,2274.33333333333
0.097,2268
0.098,2269.66666666667
0.099,2274.33333333333
0.1,2276
0.101,2272.66666666667
0.102,2266
0.103,2264.33333333333
0.104,2268
0.105,2267.66666666667
0.106,2276.66666666667
0.107,2274.66666666667
0.108,2274
0.109,2273.66666666667
0.11,2271.33333333333
0.111,2276
0.112,2271.33333333333
0.113,2268
0.114,2264
0.115,2269.66666666667
0.116,2271.33333333333
0.117,2278.33333333333
0.118,2268
0.119,2266
0.12,2269.66666666667
0.121,2271.33333333333
0.122,2272.33333333333
0.123,2268
0.124,2273.66666666667
0.125,2268
0.126,2275
0.127,2268.66666666667
0.128,2272
0.129,2271.66666666667
0.13,2274.66666666667
0.131,2266.33333333333
0.132,2271.33333333333
0.133,2275.66666666667
0.134,2271.33333333333
0.135,2269.66666666667
0.136,2271.66666666667
0.137,2273.66666666667
0.138,2265.66666666667
0.139,2266
0.14,2265.66666666667
0.141,2268.33333333333
0.142,2278
0.143,2272.66666666667
0.144,2273.66666666667
0.145,2272.33333333333
0.146,2269.33333333333
0.147,2279.33333333333
0.148,2267.33333333333
0.149,2270
0.15,2271.66666666667
0.151,2275
0.152,2270.33333333333
0.153,2271.66666666667
0.154,2272.33333333333
0.155,2270
0.156,2270.66666666667
0.157,2271
0.158,2272
0.159,2272.66666666667
0.16,2273.33333333333
0.161,2266.66666666667
0.162,2273.33333333333
0.163,2265.33333333333
0.164,2269.33333333333
0.165,2268.66666666667
0.166,2273
0.167,2272.66666666667
0.168,2275
0.169,2271
0.17,2274.33333333333
0.171,2273.66666666667
0.172,2271
0.173,2274.33333333333
0.174,2271.66666666667
0.175,2271.66666666667
0.176,2270.66666666667
0.177,2267.33333333333
0.178,2274.33333333333
0.179,2276.33333333333
0.18,2270.33333333333
0.181,2278.66666666667
0.182,2272.33333333333
0.183,2271.66666666667
0.184,2270.66666666667
0.185,2273
0.186,2274
0.187,2273.66666666667
0.188,2268.66666666667
0.189,2271.33333333333
0.19,2273.33333333333
0.191,2271.33333333333
0.192,2275.33333333333
0.193,2267.33333333333
0.194,2266.66666666667
0.195,2268
0.196,2262.33333333333
0.197,2274.66666666667
0.198,2273
0.199,2270.66666666667
0.2,2269.66666666667
0.201,2277.33333333333
0.202,2283.33333333333
0.203,2278.33333333333
0.204,2271.66666666667
0.205,2272.33333333333
0.206,2266.66666666667
0.207,2271.66666666667
0.208,2270.66666666667
0.209,2269
0.21,2267.33333333333
0.211,2271
0.212,2270.66666666667
0.213,2272.66666666667
0.214,2267.66666666667
0.215,2270
0.216,2276
0.217,2272.66666666667
0.218,2265.33333333333
0.219,2271
0.22,2263.33333333333
0.221,2269.66666666667
0.222,2272.33333333333
0.223,2268
0.224,2272.33333333333
0.225,2266.33333333333
0.226,2270.33333333333
0.227,2266.33333333333
0.228,2272.33333333333
0.229,2278.33333333333
0.23,2269.66666666667
0.231,2265
0.232,2275.33333333333
0.233,2267.33333333333
0.234,2272
0.235,2270.66666666667
0.236,2281.66666666667
0.237,2267.33333333333
0.238,2270.66666666667
0.239,2271
0.24,2270.66666666667
0.241,2268
0.242,2264.66666666667
0.243,2272.66666666667
0.244,2273
0.245,2276.33333333333
0.246,2271.66666666667
0.247,2267.33333333333
0.248,2270
0.249,2273
0.25,2271
0.251,2271.33333333333
0.252,2272.33333333333
0.253,2275.33333333333
0.254,2269
0.255,2274.66666666667
0.256,2271.66666666667
0.257,2274.33333333333
0.258,2270.33333333333
0.259,2266.33333333333
0.26,2268
0.261,2267
0.262,2271.33333333333
0.263,2272
0.264,2271.33333333333
0.265,2269
0.266,2273.66666666667
0.267,2277
0.268,2273.66666666667
0.269,2270
0.27,2277
0.271,2271
0.272,2272.33333333333
0.273,2272.33333333333
0.274,2272
0.275,2273.33333333333
0.276,2270.66666666667
0.277,2273
0.278,2275.66666666667
0.279,2267
0.28,2273.66666666667
0.281,2265.33333333333
0.282,2271.33333333333
0.283,2272.33333333333
0.284,2262.66666666667
0.285,2269.33333333333
0.286,2272
0.287,2267.66666666667
0.288,2269.33333333333
0.289,2266
0.29,2272
0.291,2267
0.292,2274.33333333333
0.293,2269
0.294,2266.66666666667
0.295,2270.66666666667
0.296,2271
0.297,2275
0.298,2274.66666666667
0.299,2273.66666666667
0.3,2265.33333333333
0.301,2265.66666666667
0.302,2272.66666666667
0.303,2271
0.304,2271.33333333333
0.305,2276.66666666667
0.306,2280.66666666667
0.307,2268.33333333333
0.308,2268
0.309,2275
0.31,2270
0.311,2268
0.312,2271.66666666667
0.313,2268
0.314,2276
0.315,2272.33333333333
0.316,2268.33333333333
0.317,2269.33333333333
0.318,2271.66666666667
0.319,2274.33333333333
0.32,2274.33333333333
0.321,2268.66666666667
0.322,2273.33333333333
0.323,2269.66666666667
0.324,2273.33333333333
0.325,2270.66666666667
0.326,2271.33333333333
0.327,2265.33333333333
0.328,2275.66666666667
0.329,2269.66666666667
0.33,2272.66666666667
0.331,2271.33333333333
0.332,2270
0.333,2272.66666666667
0.334,2271.66666666667
0.335,2282.66666666667
0.336,2269.33333333333
0.337,2266.33333333333
0.338,2272
0.339,2272
0.34,2268.66666666667
0.341,2273.66666666667
0.342,2276.33333333333
0.343,2271.33333333333
0.344,2274.66666666667
0.345,2275.33333333333
0.346,2270
0.347,2278.66666666667
0.348,2271.33333333333
0.349,2266.33333333333
0.35,2269
0.351,2271.66666666667
0.352,2263.33333333333
0.353,2271
0.354,2274.33333333333
0.355,2271.33333333333
0.356,2268
0.357,2275.66666666667
0.358,2271.66666666667
0.359,2269.33333333333
0.36,2273.66666666667
0.361,2272
0.362,2270.66666666667
0.363,2274.66666666667
0.364,2272.66666666667
0.365,2271.66666666667
0.366,2273
0.367,2274.66666666667
0.368,2277
0.369,2271
0.37,2267.66666666667
0.371,2277.66666666667
0.372,2276
0.373,2269.66666666667
0.374,2270.33333333333
0.375,2268.33333333333
0.376,2274
0.377,2277.66666666667
0.378,2270.66666666667
0.379,2270.66666666667
0.38,2267
0.381,2272.66666666667
0.382,2275.33333333333
0.383,2275.66666666667
0.384,2273
0.385,2278.33333333333
0.386,2269.33333333333
0.387,2272
0.388,2272.66666666667
0.389,2269
0.39,2275.66666666667
0.391,2275.66666666667
0.392,2272.33333333333
0.393,2271
