t,y
0,3036
0.001,2991
0.002,2991
0.003,3024
0.004,3006
0.005,3007
0.006,3004
0.007,3007
0.008,2994
0.009,3008
0.01,3003
0.011,2998
0.012,3000
0.013,3003
0.014,2994
0.015,3003
0.016,2994
0.017,2996
0.018,3001
0.019,2998
0.02,2994
0.021,2993
0.022,2969
0.023,2970
0.024,2973
0.025,2967
0.026,2979
0.027,2964
0.028,2969
0.029,2973
0.03,2977
0.031,2975
0.032,2974
0.033,2968
0.034,2980
0.035,2971
0.036,2968
0.037,2974
0.038,2963
0.039,2979
0.04,2983
0.041,2971
0.042,2979
0.043,2982
0.044,2974
0.045,2979
0.046,2969
0.047,2980
0.048,2981
0.049,2973
0.05,2983
0.051,2976
0.052,2980
0.053,2981
0.054,2973
0.055,2968
0.056,2987
0.057,2977
0.058,2975
0.059,2973
0.06,2973
0.061,2972
0.062,2967
0.063,2975
0.064,2981
0.065,2978
0.066,2979
0.067,2968
0.068,2979
0.069,2967
0.07,2980
0.071,2967
0.072,2976
0.073,2967
0.074,2982
0.075,2975
0.076,2984
0.077,2978
0.078,2972
0.079,2971
0.08,2980
0.081,2968
0.082,2974
0.083,2980
0.084,2973
0.085,2968
0.086,2978
0.087,2972
0.088,2973
0.089,2982
0.09,2981
0.091,2993
0.092,2974
0.093,2976
0.094,2970
0.095,2977
0.096,2980
0.097,2968
0.098,2971
0.099,2981
0.1,2977
0.101,2970
0.102,2975
0.103,2973
0.104,2978
0.105,2974
0.106,2981
0.107,2970
0.108,2979
0.109,2982
0.11,2983
0.111,2983
0.112,2974
0.113,2987
0.114,2974
0.115,2968
0.116,2967
0.117,2975
0.118,2971
0.119,2970
0.12,2980
0.121,2968
0.122,2966
0.123,2974
0.124,2977
0.125,2974
0.126,2977
0.127,2989
0.128,2982
0.129,2980
0.13,2966
0.131,2976
0.132,2969
0.133,2973
0.134,2978
0.135,2973
0.136,2982
0.137,2966
0.138,2970
0.139,2979
0.14,2975
0.141,2974
0.142,2969
0.143,2979
0.144,2981
0.145,2975
0.146,2979
0.147,2973
0.148,2980
0.149,2986
0.15,2981
0.151,2985
0.152,2983
0.153,2975
0.154,2966
0.155,2973
0.156,2966
0.157,2972
0.158,2980
0.159,2968
0.16,2981
0.161,2984
0.162,2972
0.163,2997
0.164,2978
0.165,2973
0.166,2974
0.167,2974
0.168,2984
0.169,2981
0.17,2980
0.171,2973
0.172,2979
0.173,2976
0.174,2974
0.175,2969
0.176,2977
0.177,2967
0.178,2970
0.179,2983
0.18,2984
0.181,2979
0.182,2978
0.183,2979
0.184,2979
0.185,2984
0.186,2972
0.187,2971
0.188,2979
0.189,2986
0.19,2983
0.191,2980
0.192,2964
0.193,2974
0.194,2977
0.195,2986
0.196,2971
0.197,2978
0.198,2980
0.199,2979
0.2,2972
0.201,2973
0.202,2986
0.203,2968
0.204,2979
0.205,2983
0.206,2973
0.207,2975
0.208,2982
0.209,2968
0.21,2976
0.211,2975
0.212,2977
0.213,2981
0.214,2968
0.215,2974
0.216,2977
0.217,2976
0.218,2979
0.219,2977
0.22,2970
0.221,2982
0.222,2969
0.223,2983
0.224,2981
0.225,2976
0.226,2971
0.227,2969
0.228,2976
0.229,2971
0.23,2965
0.231,2971
0.232,2970
0.233,2971
0.234,2971
0.235,2967
0.236,2978
0.237,2977
0.238,2973
0.239,2993
0.24,2967
0.241,2967
0.242,2975
0.243,2972
0.244,2977
0.245,2979
0.246,2973
0.247,2978
0.248,2966
0.249,2971
0.25,2983
0.251,2983
0.252,2981
0.253,2968
0.254,2980
0.255,2981
0.256,2971
0.257,2971
0.258,2972
0.259,2979
0.26,2977
0.261,2971
0.262,2978
0.263,2972
0.264,2974
0.265,2964
0.266,2977
0.267,2979
0.268,2977
0.269,2975
0.27,2981
0.271,2974
0.272,2974
0.273,2971
0.274,2982
0.275,2979
0.276,3003
0.277,2971
0.278,2981
0.279,2964
0.28,2977
0.281,2980
0.282,2964
0.283,2975
0.284,2981
0.285,2971
0.286,2976
0.287,2970
0.288,2970
0.289,2969
0.29,2964
0.291,2970
0.292,2971
0.293,2977
0.294,2977
0.295,2973
0.296,2976
0.297,2968
0.298,2980
0.299,2969
0.3,2973
0.301,2978
0.302,2983
0.303,2973
0.304,2974
0.305,2986
0.306,2983
0.307,2979
0.308,2963
0.309,2970
0.31,2994
0.311,2974
0.312,2984
0.313,2970
0.314,2965
0.315,2972
0.316,2979
0.317,2973
0.318,2970
0.319,2971
0.32,2975
0.321,2967
0.322,2971
0.323,2967
0.324,2968
0.325,2963
0.326,2976
0.327,2959
0.328,2976
0.329,2979
0.33,2973
0.331,2972
0.332,2961
0.333,2970
0.334,2974
0.335,2974
0.336,2976
0.337,2975
0.338,2971
0.339,2971
0.34,2975
0.341,2979
0.342,2976
0.343,2981
0.344,2980
0.345,2974
0.346,2977
0.347,2971
0.348,3000
0.349,2975
0.35,2969
0.351,2981
0.352,2983
0.353,2972
0.354,2978
0.355,2982
0.356,2983
0.357,2978
0.358,2984
0.359,2970
0.36,2973
0.361,2968
0.362,2979
0.363,2964
0.364,2971
0.365,2978
0.366,2974
0.367,2977
0.368,2984
0.369,2974
0.37,2979
0.371,2967
0.372,2973
0.373,2975
0.374,2969
0.375,2971
0.376,2967
0.377,2980
0.378,2971
0.379,2966
0.38,2977
0.381,2978
0.382,2973
0.383,2975
0.384,2979
0.385,2982
0.386,2987
0.387,2970
0.388,2968
0.389,2971
0.39,2966
0.391,2972
0.392,2975
0.393,2979
0.394,2962
0.395,2970
0.396,2978
0.397,2969
0.398,2968
0.399,2974
0.4,2964
0.401,2978
0.402,2984
0.403,2979
0.404,2979
0.405,2967
0.406,2969
0.407,2971
0.408,2977
0.409,2968
0.41,2973
0.411,2965
0.412,2971
0.413,2972
0.414,2972
0.415,2979
0.416,2974
0.417,2978
0.418,2975
0.419,2967
0.42,2977
0.421,2971
0.422,2977
0.423,2970
0.424,2979
0.425,2980
0.426,2976
0.427,2974
0.428,2987
0.429,2976
0.43,2976
0.431,2969
0.432,2980
0.433,2982
0.434,2967
0.435,2978
0.436,2974
0.437,2980
0.438,2978
0.439,2980
0.44,2980
0.441,2965
0.442,2975
0.443,2978
0.444,2978
0.445,2978
0.446,2974
0.447,2969
0.448,2974
0.449,2981
0.45,2970
0.451,2976
0.452,2975
0.453,2979
0.454,2973
0.455,2975
0.456,2980
0.457,2974
0.458,2977
0.459,2978
0.46,2977
0.461,2975
0.462,2968
0.463,2975
0.464,2981
0.465,2973
0.466,2967
0.467,2973
0.468,2971
0.469,2975
0.47,2991
0.471,2981
0.472,2976
0.473,2968
0.474,2976
0.475,2972
0.476,2981
0.477,2981
0.478,2980
0.479,2965
0.48,2976
0.481,2982
0.482,2972
0.483,2979
0.484,2977
0.485,2970
0.486,2975
0.487,2972
0.488,2971
0.489,2980
0.49,2981
0.491,2978
0.492,2966
0.493,2972
0.494,2979
0.495,2972
0.496,2979
0.497,2980
0.498,2968
0.499,2973
0.5,2968
0.501,2979
0.502,2974
0.503,2979
0.504,2973
0.505,2970
0.506,2971
0.507,2978
0.508,2999
0.509,2974
0.51,2976
0.511,2972
0.512,2983
0.513,2982
0.514,2976
0.515,2971
0.516,2985
0.517,2985
0.518,2975
0.519,2983
0.52,2983
0.521,2975
0.522,2970
0.523,2976
0.524,2974
0.525,2974
0.526,2976
0.527,2969
0.528,2976
0.529,2975
0.53,2966
0.531,2973
0.532,2964
0.533,2970
0.534,2970
0.535,2973
0.536,2969
0.537,2974
0.538,2978
0.539,2977
0.54,2970
0.541,2971
0.542,2974
0.543,2975
0.544,2971
0.545,2973
0.546,2974
0.547,2995
