t,y
0,4065
0.001,4065
0.002,4066
0.003,4065
0.004,4065
0.005,4066
0.006,4060
0.007,4065
0.008,4065
0.009,4064
0.01,4065
0.011,4066
0.012,4070
0.013,4066
0.014,4065
0.015,4063
0.016,4062
0.017,4065
0.018,4064
0.019,4065
0.02,4071
0.021,4065
0.022,4064
0.023,4066
0.024,4064
0.025,4065
0.026,4066
0.027,4069
0.028,4066
0.029,4065
0.03,4066
0.031,4067
0.032,4064
0.033,4064
0.034,4065
0.035,4070
0.036,4068
0.037,4067
0.038,4060
0.039,4066
0.04,4068
0.041,4066
0.042,4071
0.043,4066
0.044,4065
0.045,4068
0.046,4071
0.047,4066
0.048,4071
0.049,4061
0.05,4067
0.051,4066
0.052,4066
0.053,4071
0.054,4065
0.055,4063
0.056,4067
0.057,4067
0.058,4067
0.059,4067
0.06,4059
0.061,4071
0.062,4064
0.063,4063
0.064,4066
0.065,4065
0.066,4065
0.067,4066
0.068,4067
0.069,4066
0.07,4066
0.071,4067
0.072,4066
0.073,4066
0.074,4065
0.075,4064
0.076,4066
0.077,4066
0.078,4067
0.079,4065
0.08,4073
0.081,4066
0.082,4066
0.083,4065
0.084,4066
0.085,4066
0.086,4066
0.087,4072
0.088,4065
0.089,4066
0.09,4064
0.091,4066
0.092,4065
0.093,4065
0.094,4073
0.095,4065
0.096,4065
0.097,4065
0.098,4066
0.099,4064
0.1,4065
0.101,4065
0.102,4067
0.103,4067
0.104,4067
0.105,4066
0.106,4067
0.107,4062
0.108,4067
0.109,4067
0.11,4066
0.111,4066
0.112,4065
0.113,4066
0.114,4066
0.115,4065
0.116,4066
0.117,4066
0.118,4067
0.119,4065
0.12,4067
0.121,4065
0.122,4065
0.123,4062
0.124,4068
0.125,4068
0.126,4066
0.127,4066
0.128,4065
0.129,4066
0.13,4066
0.131,4066
0.132,4067
0.133,4067
0.134,4066
0.135,4067
0.136,4067
0.137,4067
0.138,4065
0.139,4065
0.14,4065
0.141,4064
0.142,4066
0.143,4069
0.144,4067
0.145,4067
0.146,4066
0.147,4066
0.148,4069
0.149,4066
0.15,4066
0.151,4065
0.152,4066
0.153,4067
0.154,4066
0.155,4065
0.156,4066
0.157,4066
0.158,4065
0.159,4068
0.16,4066
0.161,4058
0.162,4065
0.163,4066
0.164,4066
0.165,4064
0.166,4067
0.167,4066
0.168,4067
0.169,4066
0.17,4067
0.171,4065
0.172,4066
0.173,4063
0.174,4065
0.175,4066
0.176,4066
0.177,4064
0.178,4066
0.179,4065
0.18,4066
0.181,4064
0.182,4061
0.183,4066
0.184,4067
0.185,4066
0.186,4065
0.187,4065
0.188,4066
0.189,4067
0.19,4067
0.191,4071
0.192,4066
0.193,4066
0.194,4065
0.195,4062
0.196,4066
0.197,4066
0.198,4066
0.199,4065
0.2,4066
0.201,4066
0.202,4066
0.203,4065
0.204,4066
0.205,4066
0.206,4065
0.207,4066
0.208,4066
0.209,4070
0.21,4067
0.211,4066
0.212,4063
0.213,4065
0.214,4065
0.215,4065
0.216,4065
0.217,4066
0.218,4066
0.219,4067
0.22,4065
0.221,4065
0.222,4066
0.223,4065
0.224,4066
0.225,4059
0.226,4066
0.227,4066
0.228,4065
0.229,4066
0.23,4070
0.231,4065
0.232,4065
0.233,4067
0.234,4066
0.235,4066
0.236,4066
0.237,4065
0.238,4066
0.239,4066
0.24,4066
0.241,4066
0.242,4066
0.243,4065
0.244,4066
0.245,4064
0.246,4070
0.247,4065
0.248,4066
0.249,4060
0.25,4066
0.251,4066
0.252,4066
0.253,4064
0.254,4066
0.255,4066
0.256,4065
0.257,4066
0.258,4062
0.259,4067
0.26,4066
0.261,4066
0.262,4065
0.263,4066
0.264,4066
0.265,4066
0.266,4063
0.267,4066
0.268,4068
0.269,4066
0.27,4067
0.271,4067
0.272,4065
0.273,4065
0.274,4071
0.275,4065
0.276,4066
0.277,4066
0.278,4065
0.279,4066
0.28,4066
0.281,4065
0.282,4067
0.283,4067
0.284,4066
0.285,4066
0.286,4066
0.287,4069
0.288,4066
0.289,4066
0.29,4065
0.291,4065
0.292,4066
0.293,4065
0.294,4066
0.295,4067
0.296,4060
0.297,4071
0.298,4065
0.299,4072
0.3,4066
0.301,4066
0.302,4065
0.303,4066
0.304,4066
0.305,4063
0.306,4066
0.307,4068
0.308,4061
0.309,4066
0.31,4066
0.311,4067
0.312,4064
0.313,4067
0.314,4066
0.315,4065
0.316,4066
0.317,4066
0.318,4066
0.319,4065
0.32,4066
0.321,4065
0.322,4066
0.323,4066
0.324,4066
0.325,4066
0.326,4066
0.327,4065
0.328,4071
0.329,4065
0.33,4066
0.331,4065
0.332,4065
0.333,4067
0.334,4063
0.335,4066
0.336,4067
0.337,4066
0.338,4066
0.339,4066
0.34,4067
0.341,4067
0.342,4066
0.343,4066
0.344,4065
0.345,4067
0.346,4065
0.347,4063
0.348,4066
0.349,4061
0.35,4066
0.351,4066
0.352,4066
0.353,4066
0.354,4065
0.355,4066
0.356,4066
0.357,4066
0.358,4063
0.359,4066
0.36,4065
0.361,4065
0.362,4066
0.363,4064
0.364,4063
0.365,4066
0.366,4066
0.367,4065
0.368,4066
0.369,4065
0.37,4065
0.371,4072
0.372,4065
0.373,4065
0.374,4066
0.375,4059
0.376,4066
0.377,4066
0.378,4059
0.379,4065
0.38,4066
0.381,4065
0.382,4064
0.383,4066
0.384,4064
0.385,4063
0.386,4066
0.387,4064
0.388,4066
0.389,4067
0.39,4070
0.391,4066
0.392,4066
0.393,4066
0.394,4068
0.395,4066
0.396,4066
0.397,4066
0.398,4065
0.399,4064
0.4,4065
0.401,4066
0.402,4063
0.403,4061
0.404,4066
0.405,4066
0.406,4066
0.407,4066
0.408,4067
0.409,4066
0.41,4065
0.411,4065
0.412,4064
0.413,4066
0.414,4066
0.415,4066
0.416,4067
0.417,4067
0.418,4065
0.419,4063
0.42,4065
0.421,4065
0.422,4066
0.423,4067
0.424,4066
0.425,4067
0.426,4066
0.427,4066
0.428,4065
0.429,4067
0.43,4066
0.431,4065
0.432,4065
0.433,4065
0.434,4065
0.435,4066
0.436,4067
0.437,4065
0.438,4066
0.439,4067
0.44,4070
0.441,4066
0.442,4071
0.443,4065
0.444,4066
0.445,4059
0.446,4067
0.447,4065
0.448,4067
0.449,4065
0.45,4067
0.451,4066
0.452,4066
0.453,4063
0.454,4067
0.455,4060
