t_s,ADC_mean
0,4064.66666666667
0.001,4065.66666666667
0.002,4064.66666666667
0.003,4064.66666666667
0.004,4065.66666666667
0.005,4065.33333333333
0.006,4064
0.007,4065.33333333333
0.008,4064.66666666667
0.009,4065
0.01,4065
0.011,4066
0.012,4066.33333333333
0.013,4066.33333333333
0.014,4065.33333333333
0.015,4062.66666666667
0.016,4064
0.017,4064.33333333333
0.018,4064.33333333333
0.019,4065.33333333333
0.02,4067.66666666667
0.021,4065
0.022,4065
0.023,4066.33333333333
0.024,4065
0.025,4065.33333333333
0.026,4067.66666666667
0.027,4067.33333333333
0.028,4066
0.029,4065.66666666667
0.03,4066
0.031,4066.66666666667
0.032,4064.33333333333
0.033,4063.66666666667
0.034,4065
0.035,4067.66666666667
0.036,4066.66666666667
0.037,4066.33333333333
0.038,4064.33333333333
0.039,4064.33333333333
0.04,4067
0.041,4063.66666666667
0.042,4069
0.043,4066
0.044,4066
0.045,4067.33333333333
0.046,4067.66666666667
0.047,4066
0.048,4067.33333333333
0.049,4064
0.05,4066.33333333333
0.051,4065.33333333333
0.052,4066
0.053,4067.66666666667
0.054,4064.66666666667
0.055,4065
0.056,4063
0.057,4066.33333333333
0.058,4067.66666666667
0.059,4066.33333333333
0.06,4064.33333333333
0.061,4067.33333333333
0.062,4066.66666666667
0.063,4064.33333333333
0.064,4065.66666666667
0.065,4065.33333333333
0.066,4065.33333333333
0.067,4065
0.068,4066.33333333333
0.069,4066
0.07,4065.66666666667
0.071,4066.33333333333
0.072,4065
0.073,4065.66666666667
0.074,4066
0.075,4065.33333333333
0.076,4065.33333333333
0.077,4065.66666666667
0.078,4066
0.079,4065.66666666667
0.08,4068
0.081,4064.33333333333
0.082,4065.66666666667
0.083,4065.66666666667
0.084,4064.66666666667
0.085,4066.33333333333
0.086,4066
0.087,4068
0.088,4066
0.089,4066
0.09,4064.33333333333
0.091,4065.66666666667
0.092,4065.66666666667
0.093,4065.33333333333
0.094,4068.66666666667
0.095,4064.33333333333
0.096,4066.33333333333
0.097,4066.33333333333
0.098,4065
0.099,4063.33333333333
0.1,4067
0.101,4065.33333333333
0.102,4066
0.103,4066.66666666667
0.104,4066.33333333333
0.105,4065.66666666667
0.106,4065.66666666667
0.107,4064.33333333333
0.108,4065.66666666667
0.109,4066
0.11,4067
0.111,4065
0.112,4065.33333333333
0.113,4066
0.114,4066.66666666667
0.115,4065.33333333333
0.116,4065.33333333333
0.117,4065.33333333333
0.118,4066.33333333333
0.119,4064.66666666667
0.12,4066.66666666667
0.121,4066.33333333333
0.122,4065.66666666667
0.123,4065.33333333333
0.124,4065.66666666667
0.125,4067
0.126,4066
0.127,4066.33333333333
0.128,4065.33333333333
0.129,4067
0.13,4064.33333333333
0.131,4067.33333333333
0.132,4067.66666666667
0.133,4065.66666666667
0.134,4066
0.135,4064.33333333333
0.136,4066.33333333333
0.137,4066
0.138,4065.66666666667
0.139,4066.66666666667
0.14,4065.33333333333
0.141,4068
0.142,4065.33333333333
0.143,4068.33333333333
0.144,4067.33333333333
0.145,4066.33333333333
0.146,4066.33333333333
0.147,4064.66666666667
0.148,4067
0.149,4066.33333333333
0.15,4065
0.151,4065
0.152,4064.33333333333
0.153,4066.33333333333
0.154,4066
0.155,4066
0.156,4066.33333333333
0.157,4066
0.158,4063.66666666667
0.159,4067
0.16,4066
0.161,4063
0.162,4065.66666666667
0.163,4066
0.164,4065.66666666667
0.165,4065.33333333333
0.166,4066
0.167,4067.33333333333
0.168,4067
0.169,4066
0.17,4066.66666666667
0.171,4066
0.172,4066
0.173,4065.33333333333
0.174,4065.33333333333
0.175,4066.33333333333
0.176,4064
0.177,4065.33333333333
0.178,4065.66666666667
0.179,4065.33333333333
0.18,4064.33333333333
0.181,4067
0.182,4063
0.183,4066.33333333333
0.184,4066
0.185,4065.66666666667
0.186,4066
0.187,4068
0.188,4066.33333333333
0.189,4064
0.19,4067.33333333333
0.191,4067.33333333333
0.192,4066
0.193,4066.33333333333
0.194,4065.66666666667
0.195,4064.66666666667
0.196,4066.33333333333
0.197,4065.66666666667
0.198,4063.66666666667
0.199,4065.33333333333
0.2,4067.66666666667
0.201,4066
0.202,4067.33333333333
0.203,4065.66666666667
0.204,4066.66666666667
0.205,4066
0.206,4065.66666666667
0.207,4063.66666666667
0.208,4066
0.209,4068
0.21,4066.33333333333
0.211,4066.66666666667
0.212,4065.33333333333
0.213,4065.66666666667
0.214,4066
0.215,4064
0.216,4065.33333333333
0.217,4066.66666666667
0.218,4066
0.219,4066
0.22,4065
0.221,4065.66666666667
0.222,4066.33333333333
0.223,4065.66666666667
0.224,4065.66666666667
0.225,4062.66666666667
0.226,4066
0.227,4066
0.228,4068
0.229,4064
0.23,4067.66666666667
0.231,4067.66666666667
0.232,4065
0.233,4066.33333333333
0.234,4066
0.235,4065.33333333333
0.236,4068
0.237,4064
0.238,4066.33333333333
0.239,4066
0.24,4065.33333333333
0.241,4065
0.242,4066.66666666667
0.243,4062
0.244,4065.66666666667
0.245,4062.66666666667
0.246,4065.66666666667
0.247,4066
0.248,4065.66666666667
0.249,4064
0.25,4064
0.251,4066
0.252,4065.33333333333
0.253,4065.33333333333
0.254,4067
0.255,4065
0.256,4066
0.257,4066.33333333333
0.258,4067.66666666667
0.259,4066.66666666667
0.26,4066
0.261,4066.33333333333
0.262,4064.33333333333
0.263,4065.66666666667
0.264,4066.66666666667
0.265,4066.33333333333
0.266,4065.66666666667
0.267,4065.66666666667
0.268,4066.33333333333
0.269,4065.66666666667
0.27,4068.66666666667
0.271,4066.33333333333
0.272,4065
0.273,4066
0.274,4069.66666666667
0.275,4066
0.276,4067
0.277,4065.33333333333
0.278,4066.66666666667
0.279,4065.66666666667
0.28,4066
0.281,4066
0.282,4067
0.283,4065
0.284,4066.33333333333
0.285,4066
0.286,4064
0.287,4067.33333333333
0.288,4063.66666666667
0.289,4065.66666666667
0.29,4065.66666666667
0.291,4064.66666666667
0.292,4065
0.293,4065.66666666667
0.294,4065.66666666667
0.295,4066.33333333333
0.296,4064.66666666667
0.297,4068
0.298,4066
0.299,4065.33333333333
0.3,4065.66666666667
0.301,4065.66666666667
0.302,4065.66666666667
0.303,4067.66666666667
0.304,4066.33333333333
0.305,4066.66666666667
0.306,4065.66666666667
0.307,4066.66666666667
0.308,4066.66666666667
0.309,4070
0.31,4066.33333333333
0.311,4065.66666666667
0.312,4065.33333333333
0.313,4065
0.314,4066
0.315,4065.66666666667
0.316,4065.66666666667
0.317,4065.66666666667
0.318,4066.33333333333
0.319,4065
0.32,4063.66666666667
0.321,4064.66666666667
0.322,4064
0.323,4066.33333333333
0.324,4066
0.325,4065.33333333333
0.326,4065.33333333333
0.327,4067.33333333333
0.328,4068
0.329,4065.66666666667
0.33,4065.66666666667
0.331,4064
0.332,4065.33333333333
0.333,4066
0.334,4065
0.335,4064
0.336,4064
0.337,4065.66666666667
0.338,4067.66666666667
0.339,4066.66666666667
0.34,4066.66666666667
0.341,4066.33333333333
0.342,4064.33333333333
0.343,4066
0.344,4066
0.345,4067
0.346,4066
0.347,4065
0.348,4066.33333333333
0.349,4065.33333333333
0.35,4066.33333333333
0.351,4066.33333333333
0.352,4065.33333333333
0.353,4065.66666666667
0.354,4065.66666666667
0.355,4066
0.356,4066
0.357,4064.33333333333
0.358,4064.66666666667
0.359,4066.66666666667
0.36,4065.33333333333
0.361,4063.33333333333
0.362,4068
0.363,4065
0.364,4064.66666666667
0.365,4066.33333333333
0.366,4065
0.367,4065.66666666667
0.368,4065
0.369,4065.33333333333
0.37,4065.66666666667
0.371,4068.33333333333
0.372,4066.66666666667
0.373,4065.33333333333
0.374,4065.66666666667
0.375,4063.66666666667
0.376,4065.66666666667
0.377,4066.33333333333
0.378,4064.33333333333
0.379,4064.33333333333
0.38,4065.66666666667
0.381,4065.66666666667
0.382,4065
0.383,4063
0.384,4067
0.385,4064.33333333333
0.386,4067.33333333333
0.387,4064
0.388,4065.66666666667
0.389,4067
0.39,4067
0.391,4066.33333333333
0.392,4065.66666666667
0.393,4066
0.394,4066.33333333333
0.395,4066.33333333333
0.396,4067
0.397,4065.66666666667
0.398,4065.33333333333
0.399,4065
0.4,4065.66666666667
0.401,4066
0.402,4066.33333333333
0.403,4065
0.404,4066
0.405,4065.33333333333
0.406,4065.66666666667
0.407,4064
0.408,4066
0.409,4065.66666666667
0.41,4065.66666666667
0.411,4066
0.412,4066
0.413,4066.33333333333
0.414,4065.66666666667
0.415,4065.66666666667
0.416,4066
0.417,4066.33333333333
0.418,4064.66666666667
0.419,4065.33333333333
0.42,4065.66666666667
0.421,4067.33333333333
0.422,4066
0.423,4066.33333333333
0.424,4068
0.425,4065.66666666667
0.426,4066
0.427,4066.66666666667
0.428,4065.66666666667
0.429,4066.66666666667
0.43,4066.33333333333
0.431,4066.33333333333
0.432,4068.33333333333
0.433,4063.33333333333
0.434,4065.66666666667
0.435,4065.33333333333
0.436,4066.33333333333
0.437,4065.33333333333
0.438,4065.33333333333
0.439,4065.33333333333
0.44,4067
0.441,4064.33333333333
0.442,4067.33333333333
0.443,4065
0.444,4064
0.445,4063
0.446,4066
0.447,4064.33333333333
0.448,4065
0.449,4066
0.45,4066
0.451,4066
0.452,4065
0.453,4064.66666666667
0.454,4064
0.455,4063.33333333333
0.456,4065
0.457,4066
0.458,4068.66666666667
0.459,4065.66666666667
0.46,4066.33333333333
0.461,4064
0.462,4066
0.463,4066
0.464,4066.66666666667
0.465,4069.66666666667
0.466,4066.66666666667
0.467,4065.33333333333
0.468,4065.66666666667
0.469,4064.33333333333
0.47,4067.33333333333
0.471,4067.33333333333
0.472,4064
0.473,4067.66666666667
0.474,4064.66666666667
0.475,4067
0.476,4068
0.477,4064
0.478,4065.33333333333
0.479,4067
0.48,4066
0.481,4065
0.482,4064.33333333333
0.483,4063.33333333333
0.484,4064.66666666667
0.485,4066.66666666667
0.486,4064.66666666667
0.487,4066
0.488,4066.33333333333
0.489,4066
0.49,4066.33333333333
0.491,4065.66666666667
0.492,4065.33333333333
0.493,4067.66666666667
0.494,4065
0.495,4065.33333333333
0.496,4067.66666666667
0.497,4066
0.498,4065.66666666667
0.499,4067
0.5,4064.66666666667
0.501,4066.66666666667
0.502,4065
0.503,4064
0.504,4067.33333333333
0.505,4066
0.506,4068.33333333333
0.507,4066.66666666667
0.508,4066
0.509,4065.33333333333
0.51,4065.33333333333
0.511,4068
0.512,4066.66666666667
0.513,4068
0.514,4064.33333333333
0.515,4065.33333333333
0.516,4065
0.517,4069.33333333333
0.518,4066.66666666667
0.519,4066.33333333333
0.52,4065.33333333333
0.521,4066.33333333333
0.522,4065.66666666667
0.523,4067.33333333333
0.524,4067.33333333333
0.525,4065.66666666667
0.526,4065
0.527,4066.33333333333
0.528,4064
0.529,4064
0.53,4066.33333333333
0.531,4065.33333333333
0.532,4066.33333333333
0.533,4065
0.534,4064.66666666667
0.535,4065.33333333333
0.536,4062.66666666667
0.537,4067.33333333333
0.538,4065.66666666667
0.539,4066.33333333333
0.54,4066.66666666667
0.541,4065.33333333333
0.542,4065.33333333333
0.543,4067.66666666667
0.544,4066.66666666667
0.545,4066
0.546,4066.33333333333
0.547,4065.66666666667
0.548,4067.66666666667
0.549,4064.66666666667
0.55,4064
0.551,4066
0.552,4064.33333333333
0.553,4065.66666666667
0.554,4063.66666666667
0.555,4065.33333333333
0.556,4065.66666666667
0.557,4065.66666666667
0.558,4066
0.559,4065.66666666667
0.56,4065.66666666667
0.561,4064.66666666667
0.562,4065.66666666667
0.563,4064.66666666667
0.564,4064
0.565,4065
0.566,4066.66666666667
0.567,4066.66666666667
0.568,4066.33333333333
0.569,4065.66666666667
0.57,4065.66666666667
0.571,4066.33333333333
0.572,4065.66666666667
0.573,4065.66666666667
0.574,4065.33333333333
0.575,4066.33333333333
0.576,4068.33333333333
0.577,4066.33333333333
0.578,4066
