t_s,ADC_mean
0,3069.33333333333
0.001,3046.66666666667
0.002,3035.33333333333
0.003,3054
0.004,3035.66666666667
0.005,3038.66666666667
0.006,3036.66666666667
0.007,3039.33333333333
0.008,3033.66666666667
0.009,3052
0.01,3028.66666666667
0.011,3032.33333333333
0.012,3042.33333333333
0.013,3035.33333333333
0.014,3024.33333333333
0.015,3039.33333333333
0.016,3034.66666666667
0.017,3033
0.018,3034.66666666667
0.019,3047.66666666667
0.02,3030.33333333333
0.021,3023
0.022,3020.66666666667
0.023,3019.66666666667
0.024,3016.66666666667
0.025,3014
0.026,3021.33333333333
0.027,3008
0.028,3014.66666666667
0.029,3011
0.03,3013.33333333333
0.031,3008
0.032,3013.33333333333
0.033,3010.33333333333
0.034,3011.66666666667
0.035,3009.33333333333
0.036,3012
0.037,3009
0.038,3009
0.039,3018.66666666667
0.04,3016.33333333333
0.041,3010
0.042,3015
0.043,3015.33333333333
0.044,3025
0.045,3008.66666666667
0.046,3012.33333333333
0.047,3011.66666666667
0.048,3014.66666666667
0.049,3008.33333333333
0.05,3017.33333333333
0.051,3011.66666666667
0.052,3013.33333333333
0.053,3023.33333333333
0.054,3008.66666666667
0.055,3011.66666666667
0.056,3013.66666666667
0.057,3008.66666666667
0.058,3011
0.059,3011.33333333333
0.06,3012.66666666667
0.061,3011.33333333333
0.062,3012.66666666667
0.063,3012
0.064,3013
0.065,3015.33333333333
0.066,3014.33333333333
0.067,3011.33333333333
0.068,3013.66666666667
0.069,3010
0.07,3014.66666666667
0.071,3009
0.072,3010.33333333333
0.073,3011
0.074,3012.66666666667
0.075,3010.66666666667
0.076,3012.66666666667
0.077,3015.33333333333
0.078,3011.33333333333
0.079,3016.33333333333
0.08,3014.66666666667
0.081,3011
0.082,3008
0.083,3011.66666666667
0.084,3010
0.085,3014.66666666667
0.086,3017
0.087,3012.66666666667
0.088,3010
0.089,3021.33333333333
0.09,3015.33333333333
0.091,3022.33333333333
0.092,3014.33333333333
0.093,3016.66666666667
0.094,3010
0.095,3013.33333333333
0.096,3011.33333333333
0.097,3012.66666666667
0.098,3008.66666666667
0.099,3015.66666666667
0.1,3013.33333333333
0.101,3014.33333333333
0.102,3016
0.103,3006.33333333333
0.104,3012
0.105,3009.66666666667
0.106,3013
0.107,3014.66666666667
0.108,3015
0.109,3018.33333333333
0.11,3013.66666666667
0.111,3015
0.112,3010.66666666667
0.113,3023.66666666667
0.114,3011.66666666667
0.115,3012.33333333333
0.116,3011
0.117,3009.66666666667
0.118,3008
0.119,3009.33333333333
0.12,3010
0.121,3013.66666666667
0.122,3007
0.123,3014
0.124,3011.66666666667
0.125,3010.33333333333
0.126,3011.66666666667
0.127,3027.66666666667
0.128,3012.66666666667
0.129,3016
0.13,3012.66666666667
0.131,3013.66666666667
0.132,3011.66666666667
0.133,3010
0.134,3014.66666666667
0.135,3010.66666666667
0.136,3015.66666666667
0.137,3012
0.138,3006.66666666667
0.139,3015.33333333333
0.14,3011.66666666667
0.141,3009.33333333333
0.142,3009
0.143,3015.33333333333
0.144,3019.33333333333
0.145,3013.33333333333
0.146,3013.33333333333
0.147,3012
0.148,3024.33333333333
0.149,3015.33333333333
0.15,3014.33333333333
0.151,3016.66666666667
0.152,3013
0.153,3016.66666666667
0.154,3009.66666666667
0.155,3012
0.156,3005.33333333333
0.157,3011.66666666667
0.158,3018.66666666667
0.159,3007
0.16,3014
0.161,3012
0.162,3009
0.163,3020.33333333333
0.164,3011.66666666667
0.165,3017.66666666667
0.166,3014
0.167,3010.33333333333
0.168,3017.33333333333
0.169,3016.33333333333
0.17,3015.66666666667
0.171,3013.33333333333
0.172,3014.33333333333
0.173,3011.33333333333
0.174,3012.33333333333
0.175,3011.33333333333
0.176,3011
0.177,3014
0.178,3010
0.179,3012.33333333333
0.18,3010.66666666667
0.181,3012.33333333333
0.182,3022.66666666667
0.183,3013
0.184,3013.33333333333
0.185,3016.66666666667
0.186,3008.66666666667
0.187,3011.66666666667
0.188,3014.66666666667
0.189,3017
0.19,3015
0.191,3012.66666666667
0.192,3011.66666666667
0.193,3014.33333333333
0.194,3011.66666666667
0.195,3016
0.196,3011.66666666667
0.197,3013
0.198,3017
0.199,3015.66666666667
0.2,3010.33333333333
0.201,3010.66666666667
