t_s,ADC_mean
0,105
0.001,104
0.002,106.666666666667
0.003,106.333333333333
0.004,105.666666666667
0.005,106.666666666667
0.006,104.333333333333
0.007,105.333333333333
0.008,105
0.009,106
0.01,105.666666666667
0.011,106.333333333333
0.012,105
0.013,104.666666666667
0.014,105.333333333333
0.015,105.333333333333
0.016,106
0.017,105.333333333333
0.018,103
0.019,103
0.02,104
0.021,102.666666666667
0.022,106.333333333333
0.023,104.333333333333
0.024,105.333333333333
0.025,105.333333333333
0.026,106
0.027,105.333333333333
0.028,106
0.029,105.666666666667
0.03,104
0.031,105
0.032,106.666666666667
0.033,103.333333333333
0.034,105
0.035,107
0.036,102.666666666667
0.037,104.333333333333
0.038,107.333333333333
0.039,103.333333333333
0.04,102.333333333333
0.041,105.666666666667
0.042,105
0.043,105
0.044,102.333333333333
0.045,103.333333333333
0.046,105
0.047,104
0.048,105.333333333333
0.049,103
0.05,105.333333333333
0.051,103.666666666667
0.052,105.333333333333
0.053,104.666666666667
0.054,103.666666666667
0.055,106.333333333333
0.056,103.333333333333
0.057,107
0.058,102.666666666667
0.059,104.666666666667
0.06,105
0.061,104.666666666667
0.062,107.666666666667
0.063,103.333333333333
0.064,105
0.065,104.666666666667
0.066,104
0.067,103.666666666667
0.068,105
0.069,102.666666666667
0.07,104.666666666667
0.071,103.666666666667
0.072,105.333333333333
0.073,106.333333333333
0.074,108.333333333333
0.075,105
0.076,103.666666666667
0.077,106.666666666667
0.078,104.666666666667
0.079,105.333333333333
0.08,105
0.081,105
0.082,104.333333333333
0.083,106
0.084,105.666666666667
0.085,103.666666666667
0.086,101.666666666667
0.087,105.666666666667
0.088,103.333333333333
0.089,103.666666666667
0.09,102.666666666667
0.091,104.333333333333
0.092,105
0.093,105.333333333333
0.094,104.666666666667
0.095,105
0.096,106
0.097,108
0.098,103.666666666667
0.099,104.666666666667
0.1,105.666666666667
0.101,104.666666666667
0.102,104.666666666667
0.103,105.666666666667
0.104,105.333333333333
0.105,103
0.106,104.666666666667
0.107,106.666666666667
0.108,104.666666666667
0.109,104.666666666667
0.11,104.666666666667
0.111,106.666666666667
0.112,105.333333333333
0.113,105.333333333333
0.114,105
