Distance_mm,Mean_ADC,Vout_ADC
10,87.7399267399267,0.0707061680688054
15,104.930735930736,0.0845595674167103
20,1159.84715284715,0.934675361268768
25,1721.05794205794,1.38693314011995
30,1890.84681984682,1.5237593420011
35,1975.40792540792,1.59190382267305
40,2020.10522810523,1.62792362704451
45,2038.64269064269,1.64286224154356
