t_s,ADC_mean
0,1734.33333333333
0.001,1740.66666666667
0.002,1725.33333333333
0.003,1730.66666666667
0.004,1720
0.005,1718.33333333333
0.006,1723
0.007,1721.66666666667
0.008,1719
0.009,1720.33333333333
0.01,1731
0.011,1722.66666666667
0.012,1718.66666666667
0.013,1720
0.014,1716.66666666667
0.015,1722.33333333333
0.016,1722.33333333333
0.017,1727.33333333333
0.018,1727.66666666667
0.019,1724
0.02,1723
0.021,1725.33333333333
0.022,1731.66666666667
0.023,1721.66666666667
0.024,1726
0.025,1724
0.026,1721.33333333333
0.027,1725.66666666667
0.028,1719
0.029,1723.66666666667
0.03,1721.66666666667
0.031,1726.66666666667
0.032,1722.66666666667
0.033,1717
0.034,1725.33333333333
0.035,1725
0.036,1719.33333333333
0.037,1720.33333333333
0.038,1725.66666666667
0.039,1726.33333333333
0.04,1721
0.041,1713.66666666667
0.042,1719
0.043,1723.66666666667
0.044,1719.33333333333
0.045,1725.66666666667
0.046,1724.33333333333
0.047,1720.66666666667
0.048,1716.33333333333
0.049,1719
0.05,1719.33333333333
0.051,1721.33333333333
0.052,1720
0.053,1720.66666666667
0.054,1723.33333333333
0.055,1724.33333333333
0.056,1721
0.057,1716.66666666667
0.058,1718
0.059,1715.33333333333
0.06,1718.66666666667
0.061,1727.33333333333
0.062,1719
0.063,1726
0.064,1724.66666666667
0.065,1721
0.066,1717
0.067,1721.66666666667
0.068,1717.33333333333
0.069,1723.66666666667
0.07,1718.66666666667
0.071,1716.33333333333
0.072,1725
0.073,1716.33333333333
0.074,1713.33333333333
0.075,1722.33333333333
0.076,1718
0.077,1719.66666666667
0.078,1719.33333333333
0.079,1723.33333333333
0.08,1716.66666666667
0.081,1718.66666666667
0.082,1717.33333333333
0.083,1718
0.084,1723.66666666667
0.085,1724
0.086,1722
0.087,1721
0.088,1721
0.089,1718.33333333333
0.09,1723
0.091,1723.33333333333
0.092,1722.33333333333
0.093,1722.66666666667
0.094,1717
0.095,1723.66666666667
0.096,1724.33333333333
0.097,1719.66666666667
0.098,1721
0.099,1720.33333333333
0.1,1723.66666666667
0.101,1722
0.102,1720.33333333333
0.103,1718
0.104,1720.33333333333
0.105,1726.33333333333
0.106,1718.66666666667
0.107,1721.33333333333
0.108,1719
0.109,1722.33333333333
0.11,1723.66666666667
0.111,1719.66666666667
0.112,1715.66666666667
0.113,1725.66666666667
0.114,1721.33333333333
0.115,1726
0.116,1719
0.117,1718
0.118,1723.66666666667
0.119,1724.33333333333
0.12,1718.66666666667
0.121,1718.66666666667
0.122,1723
0.123,1719
0.124,1722.33333333333
0.125,1726.33333333333
0.126,1725
0.127,1721.66666666667
0.128,1716.33333333333
0.129,1720
0.13,1719.66666666667
0.131,1724
0.132,1718
0.133,1720.66666666667
0.134,1723
0.135,1720
0.136,1718.66666666667
0.137,1723
0.138,1718.33333333333
0.139,1724.33333333333
0.14,1714
0.141,1721.33333333333
0.142,1720.33333333333
0.143,1718.66666666667
0.144,1722.66666666667
0.145,1724.66666666667
0.146,1715.33333333333
0.147,1719.33333333333
0.148,1718.66666666667
0.149,1718
0.15,1720
0.151,1727
0.152,1720
0.153,1724.66666666667
0.154,1723.66666666667
0.155,1720.66666666667
0.156,1715.33333333333
0.157,1720.33333333333
0.158,1718.66666666667
0.159,1728
0.16,1725
0.161,1719.33333333333
0.162,1720.33333333333
0.163,1722.33333333333
0.164,1717.66666666667
0.165,1717.66666666667
0.166,1725.33333333333
0.167,1722.66666666667
0.168,1721.33333333333
0.169,1723.33333333333
0.17,1724.33333333333
0.171,1716.33333333333
0.172,1725.66666666667
0.173,1722.33333333333
0.174,1720.66666666667
0.175,1720.66666666667
0.176,1722
0.177,1717.33333333333
0.178,1721
0.179,1718
0.18,1723.33333333333
0.181,1721
0.182,1728.66666666667
0.183,1722.33333333333
0.184,1719.33333333333
0.185,1720.66666666667
0.186,1722.33333333333
0.187,1723.66666666667
0.188,1722.33333333333
0.189,1721.33333333333
0.19,1717
0.191,1718
0.192,1727
0.193,1726
0.194,1721.33333333333
0.195,1714.66666666667
0.196,1722
0.197,1723
0.198,1721.66666666667
0.199,1718.66666666667
0.2,1717.33333333333
0.201,1718
0.202,1723
0.203,1717.33333333333
0.204,1720.33333333333
0.205,1713.66666666667
0.206,1718.33333333333
