t_s,ADC_mean
0,2039.33333333333
0.001,2039
0.002,2017.66666666667
0.003,2026.66666666667
0.004,2020.66666666667
0.005,2029.33333333333
0.006,2021.33333333333
0.007,2021.66666666667
0.008,2023
0.009,2024
0.01,2024.33333333333
0.011,2024.66666666667
0.012,2026.33333333333
0.013,2019.33333333333
0.014,2020
0.015,2028.66666666667
0.016,2018.66666666667
0.017,2019.33333333333
0.018,2023.66666666667
0.019,2024
0.02,2027.33333333333
0.021,2028.33333333333
0.022,2021.66666666667
0.023,2015.33333333333
0.024,2021
0.025,2019.66666666667
0.026,2024.66666666667
0.027,2013.66666666667
0.028,2019
0.029,2015.33333333333
0.03,2019.33333333333
0.031,2022.66666666667
0.032,2017.33333333333
0.033,2021.33333333333
0.034,2021.33333333333
0.035,2016
0.036,2016.66666666667
0.037,2018
0.038,2017
0.039,2020.66666666667
0.04,2023
0.041,2020.66666666667
0.042,2016.66666666667
0.043,2020.66666666667
0.044,2025.66666666667
0.045,2020.33333333333
0.046,2023.33333333333
0.047,2015
0.048,2021
0.049,2022
0.05,2025
0.051,2018.66666666667
0.052,2025.33333333333
0.053,2019.33333333333
0.054,2023.33333333333
0.055,2019
0.056,2025.66666666667
0.057,2019.33333333333
0.058,2015
0.059,2024.33333333333
0.06,2021.33333333333
0.061,2022
0.062,2015.66666666667
0.063,2020
0.064,2013
0.065,2025
0.066,2015
0.067,2019.33333333333
0.068,2017.33333333333
0.069,2016.33333333333
0.07,2018
0.071,2014.66666666667
0.072,2022.33333333333
0.073,2019.33333333333
0.074,2025
0.075,2018
0.076,2023
0.077,2021.66666666667
0.078,2016.33333333333
0.079,2022
0.08,2017
0.081,2021.33333333333
0.082,2021.66666666667
0.083,2025.66666666667
0.084,2019.33333333333
0.085,2018.66666666667
0.086,2016.66666666667
0.087,2025
0.088,2017
0.089,2019.66666666667
0.09,2015.66666666667
0.091,2026
0.092,2016.66666666667
0.093,2023
0.094,2019
0.095,2024
0.096,2020.66666666667
0.097,2020.33333333333
0.098,2023
0.099,2016
0.1,2017
0.101,2020.33333333333
0.102,2020
0.103,2017.33333333333
0.104,2012.33333333333
0.105,2023.66666666667
0.106,2018
0.107,2022.33333333333
0.108,2026.66666666667
0.109,2018.33333333333
0.11,2019.33333333333
0.111,2021.66666666667
0.112,2018
0.113,2022.33333333333
0.114,2026.33333333333
0.115,2020
0.116,2014.66666666667
0.117,2015.66666666667
0.118,2012.66666666667
0.119,2015.66666666667
0.12,2019.33333333333
0.121,2018.66666666667
0.122,2016.33333333333
0.123,2016.33333333333
0.124,2019.33333333333
0.125,2021.33333333333
0.126,2023.33333333333
0.127,2022.66666666667
0.128,2022.66666666667
0.129,2018.33333333333
0.13,2022.33333333333
0.131,2018.66666666667
0.132,2018.66666666667
0.133,2019.66666666667
0.134,2017.33333333333
0.135,2016.66666666667
0.136,2015.66666666667
0.137,2024
0.138,2016.33333333333
0.139,2018.33333333333
0.14,2018.33333333333
0.141,2018.33333333333
0.142,2012.66666666667
0.143,2023.33333333333
0.144,2019.66666666667
0.145,2014.66666666667
0.146,2017.66666666667
0.147,2028.33333333333
0.148,2022.66666666667
0.149,2014.66666666667
0.15,2026.66666666667
0.151,2020.66666666667
0.152,2015.33333333333
0.153,2020.66666666667
0.154,2018.66666666667
0.155,2021.33333333333
0.156,2021
0.157,2021.66666666667
0.158,2018.66666666667
0.159,2021
0.16,2021.33333333333
0.161,2020.33333333333
0.162,2016.33333333333
0.163,2017
0.164,2019
0.165,2018
0.166,2024.66666666667
0.167,2017.33333333333
0.168,2017.33333333333
0.169,2022.66666666667
0.17,2023.33333333333
0.171,2021.66666666667
0.172,2019.66666666667
0.173,2023.33333333333
0.174,2021.33333333333
0.175,2017.66666666667
0.176,2021.33333333333
0.177,2022.33333333333
0.178,2019.33333333333
0.179,2019
0.18,2024.66666666667
0.181,2019.66666666667
0.182,2022.33333333333
0.183,2018.33333333333
0.184,2018.33333333333
0.185,2019
0.186,2024.33333333333
0.187,2017.66666666667
0.188,2019.66666666667
0.189,2022.66666666667
0.19,2020.66666666667
0.191,2016
