t,y
0,1688
0.001,1682
0.002,1671
0.003,1686
0.004,1677
0.005,1673
0.006,1668
0.007,1674
0.008,1679
0.009,1679
0.01,1678
0.011,1671
0.012,1674
0.013,1684
0.014,1674
0.015,1672
0.016,1668
0.017,1671
0.018,1675
0.019,1675
0.02,1690
0.021,1678
0.022,1680
0.023,1672
0.024,1680
0.025,1678
0.026,1672
0.027,1675
0.028,1685
0.029,1676
0.03,1676
0.031,1680
0.032,1678
0.033,1683
0.034,1670
0.035,1683
0.036,1671
0.037,1680
0.038,1673
0.039,1683
0.04,1674
0.041,1669
0.042,1682
0.043,1677
0.044,1674
0.045,1668
0.046,1678
0.047,1681
0.048,1675
0.049,1672
0.05,1669
0.051,1668
0.052,1678
0.053,1684
0.054,1676
0.055,1679
0.056,1672
0.057,1673
0.058,1674
0.059,1683
0.06,1675
0.061,1676
0.062,1681
0.063,1669
0.064,1677
0.065,1682
0.066,1672
0.067,1679
0.068,1673
0.069,1677
0.07,1667
0.071,1667
0.072,1687
0.073,1688
0.074,1673
0.075,1670
0.076,1675
0.077,1679
0.078,1677
0.079,1672
0.08,1670
0.081,1671
0.082,1669
0.083,1673
0.084,1678
0.085,1673
0.086,1676
0.087,1678
0.088,1681
0.089,1677
0.09,1681
0.091,1678
0.092,1674
0.093,1678
0.094,1679
0.095,1682
0.096,1670
0.097,1670
0.098,1675
0.099,1674
0.1,1672
0.101,1676
0.102,1669
0.103,1676
0.104,1679
0.105,1670
0.106,1677
0.107,1679
0.108,1672
0.109,1672
0.11,1674
0.111,1679
0.112,1680
0.113,1670
0.114,1666
0.115,1683
0.116,1667
0.117,1680
0.118,1682
0.119,1674
0.12,1677
0.121,1682
0.122,1677
0.123,1676
0.124,1669
0.125,1674
0.126,1678
0.127,1676
0.128,1680
0.129,1681
0.13,1680
0.131,1676
0.132,1671
0.133,1680
0.134,1680
0.135,1676
0.136,1684
0.137,1685
0.138,1672
0.139,1682
0.14,1676
0.141,1682
0.142,1681
0.143,1667
0.144,1667
0.145,1668
0.146,1674
0.147,1670
0.148,1680
0.149,1665
0.15,1672
0.151,1675
0.152,1678
0.153,1667
0.154,1673
0.155,1671
0.156,1675
0.157,1673
0.158,1679
0.159,1688
0.16,1678
0.161,1675
0.162,1682
0.163,1672
0.164,1668
0.165,1684
0.166,1672
0.167,1679
0.168,1676
0.169,1677
0.17,1677
0.171,1674
0.172,1672
0.173,1679
0.174,1674
0.175,1674
0.176,1678
0.177,1679
0.178,1681
0.179,1680
0.18,1674
0.181,1675
0.182,1680
0.183,1676
0.184,1672
0.185,1677
0.186,1670
0.187,1674
0.188,1680
0.189,1672
0.19,1680
0.191,1673
0.192,1675
0.193,1684
0.194,1679
0.195,1671
0.196,1663
0.197,1685
0.198,1684
0.199,1684
0.2,1676
0.201,1683
0.202,1674
0.203,1687
0.204,1683
0.205,1685
0.206,1682
0.207,1675
0.208,1681
0.209,1681
0.21,1673
0.211,1675
0.212,1678
0.213,1681
0.214,1670
0.215,1679
0.216,1674
0.217,1681
0.218,1665
0.219,1678
0.22,1669
0.221,1669
0.222,1682
0.223,1670
0.224,1676
0.225,1678
