t_s,ADC_mean
0,222.333333333333
0.001,223
0.002,222
0.003,223
0.004,222.333333333333
0.005,222.666666666667
0.006,223.666666666667
0.007,223
0.008,220.333333333333
0.009,223.333333333333
0.01,225
0.011,222.666666666667
0.012,223
0.013,223.333333333333
0.014,221.666666666667
0.015,222.666666666667
0.016,222.333333333333
0.017,223.333333333333
0.018,223.666666666667
0.019,221.333333333333
0.02,225
0.021,221.333333333333
0.022,224.333333333333
0.023,223.333333333333
0.024,223
0.025,221
0.026,223.333333333333
0.027,224
0.028,223
0.029,223
0.03,222.666666666667
0.031,220.333333333333
0.032,222.666666666667
0.033,220.333333333333
0.034,221.666666666667
0.035,224
0.036,223
0.037,222
0.038,223
0.039,225.333333333333
0.04,222.666666666667
0.041,222.333333333333
0.042,223
0.043,223.333333333333
0.044,223
0.045,221.333333333333
0.046,221
0.047,222.333333333333
0.048,223
0.049,220.666666666667
0.05,222.666666666667
0.051,222
0.052,225.333333333333
0.053,223.333333333333
0.054,223
0.055,223.666666666667
0.056,222.666666666667
0.057,222.333333333333
0.058,223
0.059,221.333333333333
0.06,224
0.061,222.333333333333
0.062,222.333333333333
0.063,223.333333333333
0.064,222.333333333333
0.065,226
0.066,222.333333333333
0.067,223.333333333333
0.068,223.333333333333
0.069,223
0.07,223
0.071,221.666666666667
0.072,220.333333333333
0.073,222.333333333333
0.074,222
0.075,223.666666666667
0.076,221.666666666667
0.077,223
0.078,223
0.079,223
0.08,223
0.081,224.666666666667
0.082,222.666666666667
0.083,222.666666666667
0.084,222.333333333333
0.085,220.666666666667
0.086,226
0.087,224.666666666667
0.088,222.666666666667
0.089,222.333333333333
0.09,221
0.091,223.333333333333
0.092,223.333333333333
0.093,222.333333333333
0.094,224
0.095,221.666666666667
0.096,223.666666666667
0.097,221.333333333333
0.098,221.333333333333
0.099,223.333333333333
0.1,223.333333333333
0.101,221
0.102,224.333333333333
0.103,223.333333333333
0.104,221.333333333333
0.105,222.333333333333
0.106,222.666666666667
0.107,222.666666666667
0.108,220
0.109,224.333333333333
0.11,223
0.111,223.666666666667
0.112,222
0.113,220.333333333333
0.114,221
0.115,222.333333333333
0.116,223
0.117,223.666666666667
0.118,222.666666666667
0.119,220.666666666667
0.12,224.666666666667
0.121,223
0.122,220.666666666667
0.123,223
0.124,222
0.125,226.333333333333
0.126,222
0.127,223.333333333333
