t_s,ADC_mean
0,2119
0.001,2102.33333333333
0.002,2078.33333333333
0.003,2089.33333333333
0.004,2067.66666666667
0.005,2079.66666666667
0.006,2065.33333333333
0.007,2070.66666666667
0.008,2071
0.009,2071.66666666667
0.01,2071.33333333333
0.011,2098.66666666667
0.012,2067.66666666667
0.013,2078.33333333333
0.014,2071
0.015,2065.66666666667
0.016,2068
0.017,2065
0.018,2065.33333333333
0.019,2084
0.02,2066
0.021,2068.66666666667
0.022,2070
0.023,2084.33333333333
0.024,2070.66666666667
0.025,2075.33333333333
0.026,2073.33333333333
0.027,2073.66666666667
0.028,2067
0.029,2068.33333333333
0.03,2075
0.031,2083.33333333333
0.032,2096
0.033,2068.66666666667
0.034,2076.66666666667
0.035,2068
0.036,2069.66666666667
0.037,2079
0.038,2074.33333333333
0.039,2060.66666666667
0.04,2075.66666666667
0.041,2068
0.042,2076
0.043,2065.66666666667
0.044,2082.33333333333
0.045,2070
0.046,2070.33333333333
0.047,2069.66666666667
0.048,2083
0.049,2072
0.05,2075.66666666667
0.051,2069.66666666667
0.052,2084.33333333333
0.053,2071
0.054,2069.66666666667
0.055,2068
0.056,2075.66666666667
0.057,2074.33333333333
0.058,2069.33333333333
0.059,2071.66666666667
0.06,2078
0.061,2070
0.062,2066.33333333333
0.063,2077.66666666667
0.064,2072
0.065,2066.33333333333
0.066,2079
0.067,2072
0.068,2066.33333333333
0.069,2072.66666666667
0.07,2064.66666666667
0.071,2083.33333333333
0.072,2067.66666666667
0.073,2078.33333333333
0.074,2070
0.075,2073.66666666667
0.076,2069
0.077,2085
0.078,2071
0.079,2082
0.08,2069.66666666667
0.081,2082
0.082,2073.33333333333
0.083,2076.66666666667
0.084,2075.33333333333
0.085,2078.33333333333
0.086,2078.33333333333
0.087,2067.33333333333
0.088,2078
0.089,2070
0.09,2078
0.091,2063.66666666667
0.092,2079.33333333333
0.093,2067.33333333333
0.094,2076.33333333333
0.095,2068
0.096,2063.66666666667
0.097,2078.33333333333
0.098,2072.66666666667
0.099,2070
0.1,2080.33333333333
0.101,2067.66666666667
0.102,2075
0.103,2065.33333333333
0.104,2077
0.105,2071
0.106,2080
0.107,2076.66666666667
0.108,2070.33333333333
0.109,2081
0.11,2072.33333333333
0.111,2067
0.112,2075.66666666667
0.113,2068.66666666667
0.114,2079
0.115,2073.33333333333
0.116,2075.66666666667
0.117,2072.33333333333
0.118,2068
0.119,2067
0.12,2081.66666666667
0.121,2066.33333333333
0.122,2077.33333333333
0.123,2070
0.124,2070
0.125,2080.33333333333
0.126,2070.33333333333
0.127,2066.66666666667
0.128,2069.66666666667
0.129,2068.33333333333
0.13,2081.66666666667
0.131,2067.33333333333
0.132,2084.66666666667
0.133,2068.33333333333
0.134,2066.66666666667
0.135,2073.66666666667
0.136,2077.33333333333
0.137,2072.33333333333
0.138,2064.33333333333
0.139,2081
0.14,2072
0.141,2070.33333333333
0.142,2068.66666666667
0.143,2075.66666666667
0.144,2067.33333333333
0.145,2071
0.146,2071
0.147,2072.66666666667
0.148,2075
0.149,2068.66666666667
0.15,2068.66666666667
0.151,2080.33333333333
0.152,2074.33333333333
0.153,2067
0.154,2082.33333333333
0.155,2066.33333333333
0.156,2080
0.157,2072.66666666667
0.158,2064.33333333333
0.159,2079.33333333333
0.16,2071.66666666667
0.161,2067.33333333333
0.162,2068.66666666667
0.163,2069
0.164,2071.66666666667
0.165,2068.66666666667
0.166,2071.66666666667
0.167,2067.66666666667
0.168,2071.33333333333
0.169,2070
0.17,2071.33333333333
0.171,2070.66666666667
0.172,2070
0.173,2067.66666666667
0.174,2072
0.175,2065.33333333333
0.176,2070
0.177,2067.66666666667
0.178,2079.66666666667
0.179,2067.66666666667
0.18,2067.66666666667
0.181,2086
0.182,2070
0.183,2073
0.184,2066.33333333333
0.185,2075.33333333333
0.186,2062.33333333333
0.187,2081
0.188,2071.66666666667
0.189,2069.66666666667
0.19,2079.33333333333
0.191,2071.66666666667
0.192,2072.66666666667
0.193,2066.66666666667
0.194,2065.66666666667
0.195,2078
0.196,2069
0.197,2072.66666666667
0.198,2073.33333333333
0.199,2073.33333333333
0.2,2070.66666666667
0.201,2077.66666666667
0.202,2071.33333333333
0.203,2072.66666666667
0.204,2072.66666666667
0.205,2066.66666666667
0.206,2077
0.207,2072.33333333333
0.208,2069.33333333333
0.209,2078.33333333333
0.21,2063.33333333333
0.211,2074.33333333333
0.212,2073
0.213,2070.33333333333
0.214,2065
0.215,2080
0.216,2070.33333333333
0.217,2067
0.218,2085
0.219,2066
0.22,2078.66666666667
0.221,2067
0.222,2082
0.223,2071.33333333333
0.224,2068.66666666667
0.225,2075.66666666667
0.226,2071
0.227,2066.66666666667
0.228,2074
0.229,2074.33333333333
0.23,2069
0.231,2070
0.232,2069.66666666667
0.233,2071.66666666667
0.234,2070
0.235,2066.66666666667
0.236,2083.33333333333
0.237,2065
0.238,2064.33333333333
0.239,2082.66666666667
0.24,2071
0.241,2074
0.242,2073.66666666667
0.243,2071
0.244,2064
0.245,2070.33333333333
0.246,2069
0.247,2084
0.248,2066
0.249,2076.66666666667
0.25,2066.66666666667
0.251,2067
0.252,2072.33333333333
0.253,2065.66666666667
0.254,2072.66666666667
0.255,2070.66666666667
0.256,2074
0.257,2072
0.258,2065.66666666667
0.259,2071.66666666667
0.26,2073
0.261,2068.33333333333
0.262,2064
0.263,2079.66666666667
0.264,2074.66666666667
0.265,2069
0.266,2068
0.267,2067
0.268,2075.33333333333
0.269,2067.66666666667
0.27,2076
0.271,2069.33333333333
0.272,2076.33333333333
0.273,2066.66666666667
0.274,2074
0.275,2066
0.276,2069.66666666667
0.277,2064.66666666667
0.278,2078.33333333333
0.279,2070.33333333333
0.28,2077.66666666667
0.281,2066.66666666667
0.282,2063
0.283,2082
0.284,2073
0.285,2070.33333333333
0.286,2066
0.287,2068.33333333333
0.288,2073.33333333333
0.289,2070.33333333333
0.29,2066.66666666667
0.291,2082
0.292,2077.66666666667
0.293,2070
0.294,2073
0.295,2071
0.296,2078.33333333333
0.297,2065.33333333333
0.298,2075
0.299,2072.33333333333
0.3,2070
0.301,2070.33333333333
0.302,2069.66666666667
0.303,2082
0.304,2072.66666666667
0.305,2068.33333333333
0.306,2079.33333333333
0.307,2068
0.308,2074.33333333333
0.309,2073
0.31,2067
0.311,2065.66666666667
0.312,2074.66666666667
0.313,2074.33333333333
0.314,2068.66666666667
0.315,2064
0.316,2080.66666666667
0.317,2071.33333333333
0.318,2070.66666666667
0.319,2074.66666666667
0.32,2067.33333333333
0.321,2074.33333333333
0.322,2068.33333333333
0.323,2062.66666666667
0.324,2079.33333333333
0.325,2064.66666666667
0.326,2079.33333333333
0.327,2067.66666666667
0.328,2064.66666666667
0.329,2083
0.33,2069.33333333333
0.331,2065.66666666667
0.332,2083
0.333,2062.33333333333
0.334,2081.66666666667
0.335,2065.66666666667
0.336,2070.66666666667
0.337,2069
0.338,2077.33333333333
0.339,2072
0.34,2068
0.341,2069.33333333333
0.342,2064.66666666667
0.343,2084.33333333333
0.344,2073.33333333333
0.345,2066.66666666667
0.346,2082
0.347,2064.33333333333
0.348,2073.66666666667
0.349,2073.66666666667
0.35,2067
