t,y
0,1191
0.001,1183
0.002,1168
0.003,1166
0.004,1179
0.005,1179
0.006,1167
0.007,1168
0.008,1174
0.009,1174
0.01,1167
0.011,1176
0.012,1180
0.013,1179
0.014,1173
0.015,1167
0.016,1176
0.017,1176
0.018,1160
0.019,1158
0.02,1191
0.021,1171
0.022,1179
0.023,1187
0.024,1179
0.025,1184
0.026,1175
0.027,1178
0.028,1164
0.029,1166
0.03,1170
0.031,1174
0.032,1174
0.033,1178
0.034,1173
0.035,1168
0.036,1174
0.037,1175
0.038,1179
0.039,1181
0.04,1174
0.041,1170
0.042,1171
0.043,1177
0.044,1181
0.045,1174
0.046,1176
0.047,1173
0.048,1171
0.049,1168
0.05,1173
0.051,1167
0.052,1165
0.053,1171
0.054,1180
0.055,1184
0.056,1179
0.057,1176
0.058,1177
0.059,1179
0.06,1174
0.061,1179
0.062,1179
0.063,1179
0.064,1181
0.065,1171
0.066,1175
0.067,1175
0.068,1182
0.069,1176
0.07,1170
0.071,1170
0.072,1178
0.073,1170
0.074,1173
0.075,1179
0.076,1184
0.077,1167
0.078,1172
0.079,1174
0.08,1167
0.081,1174
0.082,1168
0.083,1173
0.084,1178
0.085,1169
0.086,1175
0.087,1178
0.088,1173
0.089,1180
0.09,1182
0.091,1178
0.092,1167
0.093,1168
0.094,1176
0.095,1178
0.096,1168
0.097,1173
0.098,1164
0.099,1177
0.1,1179
0.101,1176
0.102,1179
0.103,1178
0.104,1168
0.105,1165
0.106,1168
0.107,1172
0.108,1177
0.109,1174
0.11,1168
0.111,1179
0.112,1179
0.113,1168
0.114,1177
0.115,1175
0.116,1168
0.117,1176
0.118,1176
0.119,1169
0.12,1172
0.121,1176
0.122,1176
0.123,1179
0.124,1173
0.125,1181
0.126,1168
0.127,1176
0.128,1176
0.129,1166
0.13,1184
0.131,1178
0.132,1177
0.133,1169
0.134,1169
0.135,1168
0.136,1171
0.137,1169
0.138,1169
0.139,1161
0.14,1171
0.141,1173
0.142,1169
0.143,1183
0.144,1175
0.145,1179
0.146,1174
0.147,1171
0.148,1166
0.149,1179
0.15,1176
0.151,1169
0.152,1169
0.153,1182
0.154,1175
0.155,1167
0.156,1172
0.157,1182
0.158,1163
0.159,1167
0.16,1169
0.161,1172
0.162,1177
0.163,1176
0.164,1170
0.165,1174
0.166,1169
0.167,1181
0.168,1177
0.169,1184
0.17,1172
0.171,1174
0.172,1173
0.173,1173
0.174,1177
0.175,1178
0.176,1177
0.177,1176
0.178,1168
0.179,1165
0.18,1175
0.181,1171
0.182,1183
0.183,1174
0.184,1173
0.185,1178
0.186,1173
0.187,1166
0.188,1179
0.189,1172
0.19,1177
0.191,1170
0.192,1167
0.193,1175
0.194,1167
0.195,1164
0.196,1180
0.197,1169
0.198,1174
0.199,1177
0.2,1186
0.201,1185
0.202,1178
0.203,1175
0.204,1183
0.205,1176
0.206,1179
0.207,1172
0.208,1169
0.209,1176
0.21,1168
0.211,1178
0.212,1171
0.213,1174
0.214,1165
0.215,1182
0.216,1175
0.217,1166
0.218,1167
0.219,1166
0.22,1178
0.221,1178
0.222,1165
0.223,1176
0.224,1169
0.225,1166
0.226,1166
0.227,1170
0.228,1166
0.229,1170
0.23,1174
0.231,1170
0.232,1174
0.233,1173
0.234,1172
0.235,1176
0.236,1168
0.237,1170
0.238,1167
0.239,1172
0.24,1178
0.241,1169
0.242,1174
0.243,1167
0.244,1167
0.245,1184
0.246,1172
0.247,1177
0.248,1168
0.249,1169
0.25,1176
0.251,1173
0.252,1166
0.253,1167
0.254,1171
0.255,1179
0.256,1169
0.257,1171
0.258,1181
0.259,1176
0.26,1170
0.261,1177
0.262,1165
0.263,1178
0.264,1169
0.265,1176
0.266,1174
0.267,1176
0.268,1166
0.269,1179
0.27,1170
0.271,1176
0.272,1175
0.273,1167
0.274,1170
0.275,1165
0.276,1166
0.277,1164
0.278,1183
0.279,1173
0.28,1171
0.281,1174
0.282,1179
0.283,1174
0.284,1170
0.285,1176
0.286,1179
0.287,1169
0.288,1173
0.289,1173
0.29,1170
0.291,1174
