t,y
0,2043
0.001,2018
0.002,2018
0.003,2015
0.004,2024
0.005,2017
0.006,2016
0.007,2021
0.008,2022
0.009,2017
0.01,2005
0.011,2034
0.012,2015
0.013,2018
0.014,2021
0.015,2017
0.016,2020
0.017,2016
0.018,2019
0.019,2017
0.02,2015
0.021,2020
0.022,2016
0.023,2016
0.024,2018
0.025,2018
0.026,2019
0.027,2017
0.028,2027
0.029,2016
0.03,2017
0.031,2013
0.032,2020
0.033,2023
0.034,2018
0.035,2012
0.036,2024
0.037,2011
0.038,2015
0.039,2014
0.04,2019
0.041,2023
0.042,2022
0.043,2018
0.044,2025
0.045,2028
0.046,2022
0.047,2021
0.048,2022
0.049,2014
0.05,2020
0.051,2020
0.052,2021
0.053,2023
0.054,2022
0.055,2024
0.056,2025
0.057,2015
0.058,2027
0.059,2011
0.06,2022
0.061,2024
0.062,2024
0.063,2015
0.064,2015
0.065,2019
0.066,2024
0.067,2027
0.068,2026
0.069,2009
0.07,2020
0.071,2013
0.072,2024
0.073,2012
0.074,2012
0.075,2026
0.076,2007
0.077,2008
0.078,2023
0.079,2034
0.08,2015
0.081,2022
0.082,2020
0.083,2010
0.084,2021
0.085,2015
0.086,2016
0.087,2015
0.088,2009
0.089,2018
0.09,2019
0.091,2021
0.092,2022
0.093,2025
0.094,2016
0.095,2016
0.096,2018
0.097,2018
0.098,2016
0.099,2017
0.1,2019
0.101,2017
0.102,2019
0.103,2019
0.104,2029
0.105,2010
0.106,2024
0.107,2022
0.108,2012
0.109,2016
0.11,2022
0.111,2015
0.112,2020
0.113,2019
0.114,2013
0.115,2029
0.116,2021
0.117,2017
0.118,2021
0.119,2026
0.12,2010
0.121,2018
0.122,2013
0.123,2013
0.124,2015
0.125,2024
0.126,2031
0.127,2013
0.128,2019
0.129,2023
0.13,2033
0.131,2025
0.132,2020
0.133,2017
0.134,2020
0.135,2019
0.136,2014
0.137,2015
0.138,2015
0.139,2021
0.14,2020
0.141,2015
0.142,2022
0.143,2023
0.144,2027
0.145,2028
0.146,2021
0.147,2025
0.148,2017
0.149,2025
0.15,2019
0.151,2016
0.152,2022
0.153,2025
0.154,2017
0.155,2017
0.156,2018
0.157,2015
0.158,2011
0.159,2024
0.16,2017
0.161,2009
0.162,2009
0.163,2009
0.164,2017
0.165,2014
0.166,2013
0.167,2028
0.168,2021
0.169,2007
0.17,2013
0.171,2008
0.172,2027
0.173,2012
0.174,2008
0.175,2017
0.176,2013
0.177,2006
0.178,2009
0.179,2020
0.18,2019
0.181,2021
0.182,2015
0.183,2013
0.184,2015
0.185,2015
0.186,2020
0.187,2013
0.188,2012
0.189,2008
0.19,2012
0.191,2012
0.192,2016
0.193,2010
0.194,2013
0.195,2018
0.196,2011
0.197,2012
0.198,2014
0.199,2024
0.2,2016
0.201,2020
0.202,2013
0.203,2023
0.204,2024
0.205,2024
0.206,2011
0.207,2023
0.208,2020
0.209,2021
0.21,2018
0.211,2011
0.212,2011
0.213,2015
0.214,2019
0.215,2013
0.216,2025
0.217,2023
0.218,2025
0.219,2024
0.22,2013
0.221,2021
0.222,2015
0.223,2023
0.224,2009
0.225,2014
0.226,2018
0.227,2010
0.228,2011
0.229,2022
0.23,2015
0.231,2022
0.232,2018
0.233,2013
0.234,2010
0.235,2009
0.236,2018
0.237,2027
0.238,2026
0.239,2017
0.24,2027
0.241,2010
0.242,2009
0.243,2014
0.244,2012
0.245,2006
0.246,2023
0.247,2015
0.248,2019
0.249,2024
0.25,2017
0.251,2013
0.252,2009
0.253,2015
0.254,2027
0.255,2016
0.256,2007
0.257,2020
0.258,2015
0.259,2021
0.26,2031
0.261,2014
0.262,2011
0.263,2022
0.264,2017
0.265,2014
0.266,2018
0.267,2010
0.268,2020
0.269,2008
0.27,2022
0.271,2023
0.272,2016
0.273,2014
0.274,2011
0.275,2015
0.276,2014
0.277,2021
0.278,2019
0.279,2013
0.28,2023
0.281,2019
0.282,2012
0.283,2006
0.284,2015
0.285,2023
0.286,2024
0.287,2026
0.288,2022
0.289,2011
0.29,2019
0.291,2010
0.292,2023
0.293,2013
0.294,2018
0.295,2016
0.296,2021
0.297,2026
0.298,2016
0.299,2012
0.3,2004
0.301,2022
0.302,2024
0.303,2027
0.304,2021
0.305,2015
0.306,2009
0.307,2011
0.308,2011
0.309,2020
0.31,2018
0.311,2011
0.312,2008
0.313,2028
0.314,2019
0.315,2003
0.316,2018
0.317,2007
0.318,2014
0.319,2015
0.32,2017
0.321,2015
0.322,2018
0.323,2015
0.324,2020
0.325,2023
0.326,2021
0.327,2021
0.328,2023
0.329,2010
0.33,2021
0.331,2012
0.332,2021
0.333,2017
0.334,2020
0.335,2021
0.336,2021
0.337,2014
0.338,2026
0.339,2010
0.34,2014
0.341,2027
0.342,2021
0.343,2025
0.344,2021
0.345,2020
0.346,2013
0.347,2022
0.348,2015
0.349,2016
0.35,2011
0.351,2017
0.352,2018
0.353,2013
0.354,2015
0.355,2016
0.356,2015
0.357,2013
0.358,2015
0.359,2019
0.36,2018
0.361,2016
0.362,2009
0.363,2013
0.364,2015
0.365,2011
0.366,2024
0.367,2016
0.368,2025
0.369,2021
0.37,2021
0.371,2018
0.372,2013
0.373,2019
0.374,2014
0.375,2016
0.376,2021
0.377,2017
0.378,2010
0.379,2022
0.38,2017
0.381,2024
0.382,2014
0.383,2020
0.384,2015
0.385,2015
0.386,2022
0.387,2015
0.388,2013
0.389,2024
0.39,2032
0.391,2016
0.392,2019
0.393,2022
0.394,2025
0.395,2012
0.396,2013
0.397,2025
0.398,2022
0.399,2014
0.4,2015
0.401,2020
0.402,2029
0.403,2017
0.404,2014
0.405,2027
0.406,2010
0.407,2015
0.408,2021
0.409,2023
0.41,2011
0.411,2014
0.412,2013
0.413,2016
0.414,2023
0.415,2022
0.416,2022
0.417,2011
0.418,2015
0.419,2022
0.42,2018
0.421,2012
0.422,2025
0.423,2021
0.424,2017
0.425,2013
0.426,2027
0.427,2018
0.428,2015
0.429,2015
0.43,2023
0.431,2019
0.432,2018
0.433,2022
0.434,2011
0.435,2029
0.436,2013
0.437,2010
0.438,2022
0.439,2007
0.44,2022
0.441,2024
0.442,2009
0.443,2012
0.444,2019
0.445,2006
0.446,2026
0.447,2014
0.448,2016
0.449,2016
0.45,2025
0.451,2013
0.452,2020
0.453,2021
0.454,2014
0.455,2011
0.456,2020
0.457,2012
0.458,2019
0.459,2020
0.46,2015
0.461,2020
0.462,2009
0.463,2008
0.464,2007
0.465,2018
0.466,2018
0.467,2022
0.468,2017
0.469,2014
0.47,2011
0.471,2014
0.472,2013
0.473,2021
0.474,2016
0.475,2009
0.476,2009
