t,y
0,1766
0.001,1778
0.002,1768
0.003,1771
0.004,1757
0.005,1763
0.006,1756
0.007,1757
0.008,1755
0.009,1762
0.01,1752
0.011,1773
0.012,1758
0.013,1764
0.014,1754
0.015,1759
0.016,1759
0.017,1759
0.018,1769
0.019,1759
0.02,1765
0.021,1753
0.022,1760
0.023,1765
0.024,1756
0.025,1754
0.026,1754
0.027,1759
0.028,1763
0.029,1753
0.03,1754
0.031,1763
0.032,1759
0.033,1760
0.034,1759
0.035,1759
0.036,1753
0.037,1762
0.038,1766
0.039,1752
0.04,1766
0.041,1753
0.042,1763
0.043,1763
0.044,1760
0.045,1771
0.046,1754
0.047,1762
0.048,1766
0.049,1756
0.05,1761
0.051,1755
0.052,1758
0.053,1763
0.054,1758
0.055,1759
0.056,1750
0.057,1756
0.058,1752
0.059,1755
0.06,1760
0.061,1756
0.062,1770
0.063,1749
0.064,1761
0.065,1756
0.066,1761
0.067,1765
0.068,1759
0.069,1758
0.07,1767
0.071,1767
0.072,1767
0.073,1761
0.074,1765
0.075,1770
0.076,1759
0.077,1761
0.078,1754
0.079,1761
0.08,1761
0.081,1770
0.082,1751
0.083,1766
0.084,1758
0.085,1753
0.086,1751
0.087,1765
0.088,1770
0.089,1756
0.09,1759
0.091,1754
0.092,1765
0.093,1762
0.094,1751
0.095,1757
0.096,1757
0.097,1761
0.098,1756
0.099,1763
0.1,1763
0.101,1752
0.102,1753
0.103,1756
0.104,1753
0.105,1765
0.106,1767
0.107,1763
0.108,1754
0.109,1750
0.11,1765
0.111,1763
0.112,1765
0.113,1754
0.114,1764
0.115,1759
0.116,1764
0.117,1759
0.118,1757
0.119,1762
0.12,1765
0.121,1769
0.122,1766
0.123,1756
0.124,1750
0.125,1759
0.126,1750
0.127,1761
0.128,1762
0.129,1767
0.13,1756
0.131,1766
0.132,1759
0.133,1750
0.134,1755
0.135,1746
0.136,1764
0.137,1762
0.138,1753
0.139,1763
0.14,1758
0.141,1761
0.142,1755
0.143,1757
0.144,1753
0.145,1754
0.146,1754
0.147,1755
0.148,1757
0.149,1755
0.15,1758
0.151,1760
0.152,1763
0.153,1758
0.154,1765
0.155,1760
0.156,1761
0.157,1766
0.158,1760
0.159,1765
0.16,1759
0.161,1758
0.162,1765
0.163,1760
0.164,1762
0.165,1757
0.166,1756
0.167,1770
0.168,1762
0.169,1767
0.17,1763
0.171,1750
0.172,1756
0.173,1761
0.174,1772
0.175,1754
0.176,1766
0.177,1758
0.178,1759
0.179,1754
0.18,1753
0.181,1759
0.182,1755
0.183,1761
0.184,1765
0.185,1750
0.186,1763
0.187,1756
0.188,1759
0.189,1748
0.19,1756
0.191,1767
0.192,1771
0.193,1761
0.194,1768
0.195,1752
0.196,1761
0.197,1764
0.198,1760
0.199,1771
0.2,1766
0.201,1758
0.202,1755
0.203,1761
0.204,1770
0.205,1761
0.206,1766
0.207,1766
0.208,1749
0.209,1769
0.21,1764
0.211,1771
0.212,1749
0.213,1758
0.214,1753
0.215,1767
0.216,1758
0.217,1761
0.218,1758
0.219,1755
0.22,1759
0.221,1757
0.222,1761
0.223,1757
0.224,1759
0.225,1761
0.226,1760
0.227,1760
0.228,1752
0.229,1750
0.23,1755
0.231,1765
0.232,1753
0.233,1761
0.234,1762
0.235,1761
0.236,1758
0.237,1758
0.238,1762
0.239,1764
0.24,1760
0.241,1757
0.242,1766
0.243,1769
0.244,1757
0.245,1764
0.246,1762
0.247,1763
0.248,1754
0.249,1751
0.25,1758
0.251,1759
0.252,1758
0.253,1759
0.254,1766
0.255,1757
0.256,1767
0.257,1764
0.258,1755
0.259,1754
0.26,1756
0.261,1751
0.262,1758
0.263,1766
0.264,1755
0.265,1757
0.266,1757
0.267,1760
0.268,1761
0.269,1757
0.27,1770
0.271,1755
0.272,1766
0.273,1766
0.274,1756
0.275,1767
0.276,1751
0.277,1754
0.278,1765
0.279,1756
0.28,1760
0.281,1756
0.282,1751
0.283,1769
0.284,1762
0.285,1768
0.286,1757
0.287,1762
0.288,1766
0.289,1754
0.29,1753
0.291,1765
0.292,1759
0.293,1766
0.294,1751
0.295,1770
0.296,1767
0.297,1757
0.298,1753
0.299,1766
0.3,1765
0.301,1767
0.302,1752
0.303,1756
0.304,1769
0.305,1758
0.306,1756
0.307,1762
0.308,1766
0.309,1757
0.31,1761
0.311,1766
0.312,1760
0.313,1760
0.314,1766
0.315,1756
0.316,1765
0.317,1757
0.318,1767
0.319,1763
0.32,1755
0.321,1757
0.322,1762
0.323,1749
0.324,1765
0.325,1753
0.326,1756
0.327,1759
0.328,1764
0.329,1762
0.33,1770
0.331,1754
0.332,1752
0.333,1760
0.334,1763
0.335,1757
0.336,1753
0.337,1755
0.338,1755
0.339,1765
0.34,1750
0.341,1755
0.342,1757
0.343,1762
0.344,1760
0.345,1767
0.346,1749
0.347,1755
0.348,1749
0.349,1752
0.35,1758
0.351,1767
0.352,1768
0.353,1761
0.354,1752
0.355,1759
0.356,1755
0.357,1753
0.358,1757
0.359,1753
0.36,1755
0.361,1765
0.362,1755
0.363,1759
0.364,1750
0.365,1762
0.366,1752
0.367,1769
0.368,1751
0.369,1751
0.37,1753
0.371,1749
0.372,1758
0.373,1757
0.374,1763
0.375,1761
0.376,1766
0.377,1760
0.378,1773
0.379,1758
0.38,1758
0.381,1755
0.382,1768
0.383,1760
0.384,1770
0.385,1754
0.386,1763
0.387,1753
0.388,1764
0.389,1766
0.39,1759
0.391,1762
0.392,1754
0.393,1756
0.394,1763
0.395,1763
0.396,1760
0.397,1762
0.398,1764
0.399,1762
0.4,1754
0.401,1766
0.402,1755
0.403,1763
0.404,1748
0.405,1767
0.406,1758
0.407,1761
0.408,1763
0.409,1754
0.41,1759
0.411,1761
0.412,1760
0.413,1753
0.414,1756
0.415,1753
0.416,1766
0.417,1767
0.418,1758
0.419,1755
0.42,1757
0.421,1768
0.422,1759
0.423,1758
0.424,1764
0.425,1756
0.426,1767
0.427,1762
0.428,1766
0.429,1759
0.43,1758
0.431,1764
0.432,1765
0.433,1766
0.434,1751
0.435,1769
0.436,1755
0.437,1767
0.438,1755
0.439,1764
0.44,1763
0.441,1766
0.442,1765
0.443,1757
0.444,1765
0.445,1761
0.446,1769
0.447,1757
0.448,1753
0.449,1762
0.45,1755
0.451,1762
0.452,1768
0.453,1757
0.454,1761
0.455,1767
0.456,1762
0.457,1766
0.458,1755
0.459,1753
0.46,1760
0.461,1764
0.462,1752
0.463,1766
0.464,1760
0.465,1760
0.466,1755
0.467,1769
0.468,1751
0.469,1764
0.47,1756
0.471,1764
0.472,1760
0.473,1765
0.474,1762
0.475,1763
0.476,1762
0.477,1755
0.478,1755
0.479,1753
