t,y
0,2235
0.001,2213
0.002,2215
0.003,2215
0.004,2212
0.005,2218
0.006,2207
0.007,2244
0.008,2209
0.009,2195
0.01,2219
0.011,2208
0.012,2211
0.013,2223
0.014,2206
0.015,2208
0.016,2221
0.017,2228
0.018,2222
0.019,2211
0.02,2200
0.021,2176
0.022,2192
0.023,2183
0.024,2194
0.025,2191
0.026,2195
0.027,2184
0.028,2180
0.029,2184
0.03,2182
0.031,2182
0.032,2191
0.033,2190
0.034,2191
0.035,2185
0.036,2180
0.037,2194
0.038,2185
0.039,2185
0.04,2181
0.041,2187
0.042,2185
0.043,2183
0.044,2192
0.045,2200
0.046,2185
0.047,2212
0.048,2187
0.049,2191
0.05,2183
0.051,2184
0.052,2195
0.053,2198
0.054,2186
0.055,2186
0.056,2186
0.057,2185
0.058,2192
0.059,2191
0.06,2198
0.061,2188
0.062,2193
0.063,2193
0.064,2197
0.065,2186
0.066,2183
0.067,2190
0.068,2195
0.069,2187
0.07,2191
0.071,2196
0.072,2189
0.073,2189
0.074,2186
0.075,2186
0.076,2182
0.077,2186
0.078,2190
0.079,2177
0.08,2193
0.081,2188
0.082,2193
0.083,2196
0.084,2218
0.085,2200
0.086,2197
0.087,2185
0.088,2189
0.089,2200
0.09,2184
0.091,2228
0.092,2181
0.093,2187
0.094,2189
0.095,2186
0.096,2196
0.097,2193
0.098,2198
0.099,2190
0.1,2195
0.101,2186
0.102,2186
0.103,2182
0.104,2194
0.105,2199
0.106,2189
0.107,2180
0.108,2196
0.109,2192
0.11,2182
0.111,2196
0.112,2185
0.113,2190
0.114,2189
0.115,2200
0.116,2196
0.117,2184
0.118,2194
0.119,2191
0.12,2190
0.121,2177
0.122,2191
0.123,2199
0.124,2189
0.125,2184
0.126,2193
0.127,2185
0.128,2187
0.129,2183
0.13,2178
0.131,2192
0.132,2194
0.133,2193
0.134,2197
0.135,2184
0.136,2185
0.137,2192
0.138,2183
0.139,2184
0.14,2184
0.141,2193
0.142,2196
0.143,2192
